,RegioS,TotaalRecreatieterrein_19,TotaalBosEnOpenNatuurlijkTerrein_28,RegioS,TotaalRecreatieterrein_19,TotaalBosEnOpenNatuurlijkTerrein_28
0,PV20  ,4009,14910,PV20  ,4009,14910
