"ID";"Geslacht";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"7562";"T001038";"GM0144";"1970JJ00";"    3025"
"7563";"T001038";"GM0144";"1971JJ00";"    3362"
"7564";"T001038";"GM0144";"1972JJ00";"    3714"
"7565";"T001038";"GM0144";"1973JJ00";"    4013"
"7566";"T001038";"GM0144";"1974JJ00";"    4408"
"7567";"T001038";"GM0144";"1975JJ00";"    4518"
"7568";"T001038";"GM0144";"1976JJ00";"    4674"
"7569";"T001038";"GM0144";"1977JJ00";"    4748"
"7570";"T001038";"GM0144";"1978JJ00";"    4819"
"7571";"T001038";"GM0144";"1979JJ00";"    4887"
"7572";"T001038";"GM0144";"1980JJ00";"    5006"
"7573";"T001038";"GM0144";"1981JJ00";"    5030"
"7574";"T001038";"GM0144";"1982JJ00";"    5057"
"7575";"T001038";"GM0144";"1983JJ00";"    5118"
"7576";"T001038";"GM0144";"1984JJ00";"    5171"
"7577";"T001038";"GM0144";"1985JJ00";"    5161"
"7578";"T001038";"GM0144";"1986JJ00";"    5127"
"7579";"T001038";"GM0144";"1987JJ00";"    5129"
"7580";"T001038";"GM0144";"1988JJ00";"    5209"
"7581";"T001038";"GM0144";"1989JJ00";"    5202"
"7582";"T001038";"GM0144";"1990JJ00";"    5215"
"7583";"T001038";"GM0144";"1991JJ00";"    5215"
"7584";"T001038";"GM0144";"1992JJ00";"    5246"
"7585";"T001038";"GM0144";"1993JJ00";"    5237"
"7586";"T001038";"GM0144";"1994JJ00";"    5158"
"7587";"T001038";"GM0144";"1995JJ00";"    5208"
"7588";"T001038";"GM0144";"1996JJ00";"    5236"
"7589";"T001038";"GM0144";"1997JJ00";"    5272"
"7590";"T001038";"GM0144";"1998JJ00";"    5241"
"7591";"T001038";"GM0144";"1999JJ00";"    5160"
"7592";"T001038";"GM0144";"2000JJ00";"    5193"
"7593";"T001038";"GM0144";"2001JJ00";"    5224"
"7594";"T001038";"GM0144";"2002JJ00";"    5238"
"7595";"T001038";"GM0144";"2003JJ00";"    5280"
"7596";"T001038";"GM0144";"2004JJ00";"    5328"
"7597";"T001038";"GM0144";"2005JJ00";""
"7598";"T001038";"GM0144";"2006JJ00";""
"7599";"T001038";"GM0144";"2007JJ00";""
"7600";"T001038";"GM0144";"2008JJ00";""
"7601";"T001038";"GM0144";"2009JJ00";""
"7602";"T001038";"GM0144";"2010JJ00";""
"7603";"T001038";"GM0144";"2011JJ00";""
"7604";"T001038";"GM0144";"2012JJ00";""
"7605";"T001038";"GM0144";"2013JJ00";""
"7606";"T001038";"GM0144";"2014JJ00";""
"7607";"T001038";"GM0144";"2015JJ00";""
"7608";"T001038";"GM0144";"2016JJ00";""
"7609";"T001038";"GM0144";"2017JJ00";""
"7610";"T001038";"GM0144";"2018JJ00";""
"7611";"T001038";"GM0005";"1960JJ00";"    7792"
"7612";"T001038";"GM0005";"1961JJ00";"    7806"
"7613";"T001038";"GM0005";"1962JJ00";"    7839"
"7614";"T001038";"GM0005";"1963JJ00";"    7863"
"7615";"T001038";"GM0005";"1964JJ00";"    7970"
"7616";"T001038";"GM0005";"1965JJ00";"    8073"
"7617";"T001038";"GM0005";"1966JJ00";"    8069"
"7618";"T001038";"GM0005";"1967JJ00";"    8065"
"7619";"T001038";"GM0005";"1968JJ00";"    8132"
"7620";"T001038";"GM0005";"1969JJ00";"    7692"
"7621";"T001038";"GM0005";"1970JJ00";"    7684"
"7622";"T001038";"GM0005";"1971JJ00";"    7691"
"7623";"T001038";"GM0005";"1972JJ00";"    7808"
"7624";"T001038";"GM0005";"1973JJ00";"    7984"
"7625";"T001038";"GM0005";"1974JJ00";"    8477"
"7626";"T001038";"GM0005";"1975JJ00";"    8955"
"7627";"T001038";"GM0005";"1976JJ00";"    9223"
"7628";"T001038";"GM0005";"1977JJ00";"    9494"
"7629";"T001038";"GM0005";"1978JJ00";"    9670"
"7630";"T001038";"GM0005";"1979JJ00";"    9748"
"7631";"T001038";"GM0005";"1980JJ00";"    9833"
"7632";"T001038";"GM0005";"1981JJ00";"    9913"
"7633";"T001038";"GM0005";"1982JJ00";"   10007"
"7634";"T001038";"GM0005";"1983JJ00";"   10020"
"7635";"T001038";"GM0005";"1984JJ00";"   10084"
"7636";"T001038";"GM0005";"1985JJ00";"   10117"
"7637";"T001038";"GM0005";"1986JJ00";"   10080"
"7638";"T001038";"GM0005";"1987JJ00";"   10014"
"7639";"T001038";"GM0005";"1988JJ00";"    9979"
"7640";"T001038";"GM0005";"1989JJ00";"    9955"
"7641";"T001038";"GM0005";"1990JJ00";"   10079"
"7642";"T001038";"GM0005";"1991JJ00";"   10181"
"7643";"T001038";"GM0005";"1992JJ00";"   10223"
"7644";"T001038";"GM0005";"1993JJ00";"   10222"
"7645";"T001038";"GM0005";"1994JJ00";"   10424"
"7646";"T001038";"GM0005";"1995JJ00";"   10550"
"7647";"T001038";"GM0005";"1996JJ00";"   10550"
"7648";"T001038";"GM0005";"1997JJ00";"   10485"
"7649";"T001038";"GM0005";"1998JJ00";"   10649"
"7650";"T001038";"GM0005";"1999JJ00";"   10660"
"7651";"T001038";"GM0005";"2000JJ00";"   10859"
"7652";"T001038";"GM0005";"2001JJ00";"   10877"
"7653";"T001038";"GM0005";"2002JJ00";"   10916"
"7654";"T001038";"GM0005";"2003JJ00";"   10883"
"7655";"T001038";"GM0005";"2004JJ00";"   10816"
"7656";"T001038";"GM0005";"2005JJ00";"   10733"
"7657";"T001038";"GM0005";"2006JJ00";"   10675"
"7658";"T001038";"GM0005";"2007JJ00";"   10601"
"7659";"T001038";"GM0005";"2008JJ00";"   10550"
"7660";"T001038";"GM0005";"2009JJ00";"   10462"
"7661";"T001038";"GM0005";"2010JJ00";"   10447"
"7662";"T001038";"GM0005";"2011JJ00";"   10495"
"7663";"T001038";"GM0005";"2012JJ00";"   10508"
"7664";"T001038";"GM0005";"2013JJ00";"   10553"
"7665";"T001038";"GM0005";"2014JJ00";"   10494"
"7666";"T001038";"GM0005";"2015JJ00";"   10441"
"7667";"T001038";"GM0005";"2016JJ00";"   10433"
"7668";"T001038";"GM0005";"2017JJ00";"   10479"
"7669";"T001038";"GM0005";"2018JJ00";"   10475"
"7670";"T001038";"GM0887";"1960JJ00";"    1136"
"7671";"T001038";"GM0887";"1961JJ00";"    1142"
"7672";"T001038";"GM0887";"1962JJ00";"    1132"
"7673";"T001038";"GM0887";"1963JJ00";"    1143"
"7674";"T001038";"GM0887";"1964JJ00";"    1170"
"7675";"T001038";"GM0887";"1965JJ00";"    1217"
"7676";"T001038";"GM0887";"1966JJ00";"    1210"
"7677";"T001038";"GM0887";"1967JJ00";"    1243"
"7678";"T001038";"GM0887";"1968JJ00";"    1275"
"7679";"T001038";"GM0887";"1969JJ00";"    1303"
"7680";"T001038";"GM0887";"1970JJ00";"    1301"
"7681";"T001038";"GM0887";"1971JJ00";"    1340"
"7682";"T001038";"GM0887";"1972JJ00";"    1363"
"7683";"T001038";"GM0887";"1973JJ00";"    1370"
"7684";"T001038";"GM0887";"1974JJ00";"    1464"
"7685";"T001038";"GM0887";"1975JJ00";"    1485"
"7686";"T001038";"GM0887";"1976JJ00";"    1537"
"7687";"T001038";"GM0887";"1977JJ00";"    1572"
"7688";"T001038";"GM0887";"1978JJ00";"    1640"
"7689";"T001038";"GM0887";"1979JJ00";"    1661"
"7690";"T001038";"GM0887";"1980JJ00";"    1628"
"7691";"T001038";"GM0887";"1981JJ00";"    1665"
"7692";"T001038";"GM0887";"1982JJ00";"    1669"
"7693";"T001038";"GM0887";"1983JJ00";"    1702"
"7694";"T001038";"GM0887";"1984JJ00";"    1726"
"7695";"T001038";"GM0887";"1985JJ00";"    1736"
"7696";"T001038";"GM0887";"1986JJ00";"    1749"
"7697";"T001038";"GM0887";"1987JJ00";"    1748"
"7698";"T001038";"GM0887";"1988JJ00";"    1774"
"7699";"T001038";"GM0887";"1989JJ00";"    1769"
"7700";"T001038";"GM0887";"1990JJ00";"    1790"
"7701";"T001038";"GM0887";"1991JJ00";""
"7702";"T001038";"GM0887";"1992JJ00";""
"7703";"T001038";"GM0887";"1993JJ00";""
"7704";"T001038";"GM0887";"1994JJ00";""
"7705";"T001038";"GM0887";"1995JJ00";""
"7706";"T001038";"GM0887";"1996JJ00";""
"7707";"T001038";"GM0887";"1997JJ00";""
"7708";"T001038";"GM0887";"1998JJ00";""
"7709";"T001038";"GM0887";"1999JJ00";""
"7710";"T001038";"GM0887";"2000JJ00";""
"7711";"T001038";"GM0887";"2001JJ00";""
"7712";"T001038";"GM0887";"2002JJ00";""
"7713";"T001038";"GM0887";"2003JJ00";""
"7714";"T001038";"GM0887";"2004JJ00";""
"7715";"T001038";"GM0887";"2005JJ00";""
"7716";"T001038";"GM0887";"2006JJ00";""
"7717";"T001038";"GM0887";"2007JJ00";""
"7718";"T001038";"GM0887";"2008JJ00";""
"7719";"T001038";"GM0887";"2009JJ00";""
"7720";"T001038";"GM0887";"2010JJ00";""
"7721";"T001038";"GM0887";"2011JJ00";""
"7722";"T001038";"GM0887";"2012JJ00";""
"7723";"T001038";"GM0887";"2013JJ00";""
"7724";"T001038";"GM0887";"2014JJ00";""
"7725";"T001038";"GM0887";"2015JJ00";""
"7726";"T001038";"GM0887";"2016JJ00";""
"7727";"T001038";"GM0887";"2017JJ00";""
"7728";"T001038";"GM0887";"2018JJ00";""
"7729";"T001038";"GM0888";"1960JJ00";"   10134"
"7730";"T001038";"GM0888";"1961JJ00";"   10420"
"7731";"T001038";"GM0888";"1962JJ00";"   10673"
"7732";"T001038";"GM0888";"1963JJ00";"   10897"
"7733";"T001038";"GM0888";"1964JJ00";"   11054"
"7734";"T001038";"GM0888";"1965JJ00";"   11329"
"7735";"T001038";"GM0888";"1966JJ00";"   11537"
"7736";"T001038";"GM0888";"1967JJ00";"   11727"
"7737";"T001038";"GM0888";"1968JJ00";"   11895"
"7738";"T001038";"GM0888";"1969JJ00";"   11953"
"7739";"T001038";"GM0888";"1970JJ00";"   12088"
"7740";"T001038";"GM0888";"1971JJ00";"   12271"
"7741";"T001038";"GM0888";"1972JJ00";"   12351"
"7742";"T001038";"GM0888";"1973JJ00";"   12172"
"7743";"T001038";"GM0888";"1974JJ00";"   12339"
"7744";"T001038";"GM0888";"1975JJ00";"   12547"
"7745";"T001038";"GM0888";"1976JJ00";"   12639"
"7746";"T001038";"GM0888";"1977JJ00";"   12696"
"7747";"T001038";"GM0888";"1978JJ00";"   12701"
"7748";"T001038";"GM0888";"1979JJ00";"   12637"
"7749";"T001038";"GM0888";"1980JJ00";"   12647"
"7750";"T001038";"GM0888";"1981JJ00";"   12630"
"7751";"T001038";"GM0888";"1982JJ00";"   16158"
"7752";"T001038";"GM0888";"1983JJ00";"   16127"
"7753";"T001038";"GM0888";"1984JJ00";"   16108"
"7754";"T001038";"GM0888";"1985JJ00";"   16010"
"7755";"T001038";"GM0888";"1986JJ00";"   16065"
"7756";"T001038";"GM0888";"1987JJ00";"   16291"
"7757";"T001038";"GM0888";"1988JJ00";"   16377"
"7758";"T001038";"GM0888";"1989JJ00";"   16480"
"7759";"T001038";"GM0888";"1990JJ00";"   16482"
"7760";"T001038";"GM0888";"1991JJ00";"   16584"
"7761";"T001038";"GM0888";"1992JJ00";"   16751"
"7762";"T001038";"GM0888";"1993JJ00";"   16789"
"7763";"T001038";"GM0888";"1994JJ00";"   17023"
"7764";"T001038";"GM0888";"1995JJ00";"   17178"
"7765";"T001038";"GM0888";"1996JJ00";"   17229"
"7766";"T001038";"GM0888";"1997JJ00";"   17295"
"7767";"T001038";"GM0888";"1998JJ00";"   17283"
"7768";"T001038";"GM0888";"1999JJ00";"   17145"
"7769";"T001038";"GM0888";"2000JJ00";"   17150"
"7770";"T001038";"GM0888";"2001JJ00";"   17174"
"7771";"T001038";"GM0888";"2002JJ00";"   17120"
"7772";"T001038";"GM0888";"2003JJ00";"   17065"
"7773";"T001038";"GM0888";"2004JJ00";"   17105"
"7774";"T001038";"GM0888";"2005JJ00";"   17020"
"7775";"T001038";"GM0888";"2006JJ00";"   16926"
"7776";"T001038";"GM0888";"2007JJ00";"   16717"
"7777";"T001038";"GM0888";"2008JJ00";"   16696"
"7778";"T001038";"GM0888";"2009JJ00";"   16607"
"7779";"T001038";"GM0888";"2010JJ00";"   16579"
"7780";"T001038";"GM0888";"2011JJ00";"   16548"
"7781";"T001038";"GM0888";"2012JJ00";"   16457"
"7782";"T001038";"GM0888";"2013JJ00";"   16367"
"7783";"T001038";"GM0888";"2014JJ00";"   16271"
"7784";"T001038";"GM0888";"2015JJ00";"   16214"
"7785";"T001038";"GM0888";"2016JJ00";"   16068"
"7786";"T001038";"GM0888";"2017JJ00";"   15951"
"7787";"T001038";"GM0888";"2018JJ00";"   15895"
"7788";"T001038";"GM0746";"1960JJ00";"    5148"
"7789";"T001038";"GM0746";"1961JJ00";"    5279"
"7790";"T001038";"GM0746";"1962JJ00";"    5444"
"7791";"T001038";"GM0746";"1963JJ00";"    5640"
"7792";"T001038";"GM0746";"1964JJ00";"    5803"
"7793";"T001038";"GM0746";"1965JJ00";"    5937"
"7794";"T001038";"GM0746";"1966JJ00";"    6121"
"7795";"T001038";"GM0746";"1967JJ00";"    6207"
"7796";"T001038";"GM0746";"1968JJ00";"    6286"
"7797";"T001038";"GM0746";"1969JJ00";"    6415"
"7798";"T001038";"GM0746";"1970JJ00";"    6597"
"7799";"T001038";"GM0746";"1971JJ00";"    6805"
"7800";"T001038";"GM0746";"1972JJ00";"    7092"
"7801";"T001038";"GM0746";"1973JJ00";"    7449"
"7802";"T001038";"GM0746";"1974JJ00";"    7718"
"7803";"T001038";"GM0746";"1975JJ00";"    7845"
"7804";"T001038";"GM0746";"1976JJ00";"    8082"
"7805";"T001038";"GM0746";"1977JJ00";"    8164"
"7806";"T001038";"GM0746";"1978JJ00";"    8241"
"7807";"T001038";"GM0746";"1979JJ00";"    8402"
"7808";"T001038";"GM0746";"1980JJ00";"    8457"
"7809";"T001038";"GM0746";"1981JJ00";"    8615"
"7810";"T001038";"GM0746";"1982JJ00";"    8706"
"7811";"T001038";"GM0746";"1983JJ00";"    8757"
"7812";"T001038";"GM0746";"1984JJ00";"    8830"
"7813";"T001038";"GM0746";"1985JJ00";"    8937"
"7814";"T001038";"GM0746";"1986JJ00";"    9057"
"7815";"T001038";"GM0746";"1987JJ00";"    9126"
"7816";"T001038";"GM0746";"1988JJ00";"    9261"
"7817";"T001038";"GM0746";"1989JJ00";"    9280"
"7818";"T001038";"GM0746";"1990JJ00";"    9304"
"7819";"T001038";"GM0746";"1991JJ00";"    9300"
"7820";"T001038";"GM0746";"1992JJ00";"    9392"
"7821";"T001038";"GM0746";"1993JJ00";"    9432"
"7822";"T001038";"GM0746";"1994JJ00";"    9536"
"7823";"T001038";"GM0746";"1995JJ00";"    9582"
"7824";"T001038";"GM0746";"1996JJ00";"    9655"
"7825";"T001038";"GM0746";"1997JJ00";""
"7826";"T001038";"GM0746";"1998JJ00";""
"7827";"T001038";"GM0746";"1999JJ00";""
"7828";"T001038";"GM0746";"2000JJ00";""
"7829";"T001038";"GM0746";"2001JJ00";""
"7830";"T001038";"GM0746";"2002JJ00";""
"7831";"T001038";"GM0746";"2003JJ00";""
"7832";"T001038";"GM0746";"2004JJ00";""
"7833";"T001038";"GM0746";"2005JJ00";""
"7834";"T001038";"GM0746";"2006JJ00";""
"7835";"T001038";"GM0746";"2007JJ00";""
"7836";"T001038";"GM0746";"2008JJ00";""
"7837";"T001038";"GM0746";"2009JJ00";""
"7838";"T001038";"GM0746";"2010JJ00";""
"7839";"T001038";"GM0746";"2011JJ00";""
"7840";"T001038";"GM0746";"2012JJ00";""
"7841";"T001038";"GM0746";"2013JJ00";""
"7842";"T001038";"GM0746";"2014JJ00";""
"7843";"T001038";"GM0746";"2015JJ00";""
"7844";"T001038";"GM0746";"2016JJ00";""
"7845";"T001038";"GM0746";"2017JJ00";""
"7846";"T001038";"GM0746";"2018JJ00";""
"7847";"T001038";"GM0370";"1960JJ00";"    6695"
"7848";"T001038";"GM0370";"1961JJ00";"    6762"
"7849";"T001038";"GM0370";"1962JJ00";"    6729"
"7850";"T001038";"GM0370";"1963JJ00";"    6795"
"7851";"T001038";"GM0370";"1964JJ00";"    6863"
"7852";"T001038";"GM0370";"1965JJ00";"    6898"
"7853";"T001038";"GM0370";"1966JJ00";"    6895"
"7854";"T001038";"GM0370";"1967JJ00";"    6957"
"7855";"T001038";"GM0370";"1968JJ00";"    6988"
"7856";"T001038";"GM0370";"1969JJ00";"    7100"
"7857";"T001038";"GM0370";"1970JJ00";"    7280"
"7858";"T001038";"GM0370";"1971JJ00";"    7397"
"7859";"T001038";"GM0370";"1972JJ00";"    7483"
"7860";"T001038";"GM0370";"1973JJ00";"    7472"
"7861";"T001038";"GM0370";"1974JJ00";"    7540"
"7862";"T001038";"GM0370";"1975JJ00";"    7796"
"7863";"T001038";"GM0370";"1976JJ00";"    7747"
"7864";"T001038";"GM0370";"1977JJ00";"    7772"
"7865";"T001038";"GM0370";"1978JJ00";"    7775"
"7866";"T001038";"GM0370";"1979JJ00";"    7720"
"7867";"T001038";"GM0370";"1980JJ00";"    7704"
"7868";"T001038";"GM0370";"1981JJ00";"    7718"
"7869";"T001038";"GM0370";"1982JJ00";"    7727"
"7870";"T001038";"GM0370";"1983JJ00";"    7684"
"7871";"T001038";"GM0370";"1984JJ00";"    7714"
"7872";"T001038";"GM0370";"1985JJ00";"    7711"
"7873";"T001038";"GM0370";"1986JJ00";"    7715"
"7874";"T001038";"GM0370";"1987JJ00";"    7647"
"7875";"T001038";"GM0370";"1988JJ00";"    7635"
"7876";"T001038";"GM0370";"1989JJ00";"    7676"
"7877";"T001038";"GM0370";"1990JJ00";"    7647"
"7878";"T001038";"GM0370";"1991JJ00";"    7718"
"7879";"T001038";"GM0370";"1992JJ00";"    7873"
"7880";"T001038";"GM0370";"1993JJ00";"    7933"
"7881";"T001038";"GM0370";"1994JJ00";"    7957"
"7882";"T001038";"GM0370";"1995JJ00";"    8055"
"7883";"T001038";"GM0370";"1996JJ00";"    8167"
"7884";"T001038";"GM0370";"1997JJ00";"    8278"
"7885";"T001038";"GM0370";"1998JJ00";"    8303"
"7886";"T001038";"GM0370";"1999JJ00";"    8364"
"7887";"T001038";"GM0370";"2000JJ00";"    8412"
"7888";"T001038";"GM0370";"2001JJ00";"    8451"
"7889";"T001038";"GM0370";"2002JJ00";"    8583"
"7890";"T001038";"GM0370";"2003JJ00";"    8536"
"7891";"T001038";"GM0370";"2004JJ00";"    8541"
"7892";"T001038";"GM0370";"2005JJ00";"    8524"
"7893";"T001038";"GM0370";"2006JJ00";"    8515"
"7894";"T001038";"GM0370";"2007JJ00";"    8476"
"7895";"T001038";"GM0370";"2008JJ00";"    8474"
"7896";"T001038";"GM0370";"2009JJ00";"    8564"
"7897";"T001038";"GM0370";"2010JJ00";"    8584"
"7898";"T001038";"GM0370";"2011JJ00";"    8573"
"7899";"T001038";"GM0370";"2012JJ00";"    8719"
"7900";"T001038";"GM0370";"2013JJ00";"    8785"
"7901";"T001038";"GM0370";"2014JJ00";"    8910"
"7902";"T001038";"GM0370";"2015JJ00";"    8903"
"7903";"T001038";"GM0370";"2016JJ00";"    8958"
"7904";"T001038";"GM0370";"2017JJ00";"    9205"
"7905";"T001038";"GM0370";"2018JJ00";"    9550"
"7906";"T001038";"GM0747";"1960JJ00";"    2256"
"7907";"T001038";"GM0747";"1961JJ00";"    2272"
"7908";"T001038";"GM0747";"1962JJ00";"    2283"
"7909";"T001038";"GM0747";"1963JJ00";"    2297"
"7910";"T001038";"GM0747";"1964JJ00";"    2322"
"7911";"T001038";"GM0747";"1965JJ00";"    2356"
"7912";"T001038";"GM0747";"1966JJ00";"    2400"
"7913";"T001038";"GM0747";"1967JJ00";"    2410"
"7914";"T001038";"GM0747";"1968JJ00";"    2440"
"7915";"T001038";"GM0747";"1969JJ00";"    2506"
"7916";"T001038";"GM0747";"1970JJ00";"    2523"
"7917";"T001038";"GM0747";"1971JJ00";"    2559"
"7918";"T001038";"GM0747";"1972JJ00";"    2665"
"7919";"T001038";"GM0747";"1973JJ00";"    2721"
"7920";"T001038";"GM0747";"1974JJ00";"    2762"
"7921";"T001038";"GM0747";"1975JJ00";"    2803"
"7922";"T001038";"GM0747";"1976JJ00";"    2790"
"7923";"T001038";"GM0747";"1977JJ00";"    2854"
"7924";"T001038";"GM0747";"1978JJ00";"    2868"
"7925";"T001038";"GM0747";"1979JJ00";"    2934"
"7926";"T001038";"GM0747";"1980JJ00";"    2954"
"7927";"T001038";"GM0747";"1981JJ00";"    2969"
"7928";"T001038";"GM0747";"1982JJ00";"    2972"
"7929";"T001038";"GM0747";"1983JJ00";"    2979"
"7930";"T001038";"GM0747";"1984JJ00";"    3004"
"7931";"T001038";"GM0747";"1985JJ00";"    3005"
"7932";"T001038";"GM0747";"1986JJ00";"    3014"
"7933";"T001038";"GM0747";"1987JJ00";"    3064"
"7934";"T001038";"GM0747";"1988JJ00";"    3103"
"7935";"T001038";"GM0747";"1989JJ00";"    3129"
"7936";"T001038";"GM0747";"1990JJ00";"    3131"
"7937";"T001038";"GM0747";"1991JJ00";"    3154"
"7938";"T001038";"GM0747";"1992JJ00";"    3129"
"7939";"T001038";"GM0747";"1993JJ00";"    3117"
"7940";"T001038";"GM0747";"1994JJ00";""
"7941";"T001038";"GM0747";"1995JJ00";""
"7942";"T001038";"GM0747";"1996JJ00";""
"7943";"T001038";"GM0747";"1997JJ00";""
"7944";"T001038";"GM0747";"1998JJ00";""
"7945";"T001038";"GM0747";"1999JJ00";""
"7946";"T001038";"GM0747";"2000JJ00";""
"7947";"T001038";"GM0747";"2001JJ00";""
"7948";"T001038";"GM0747";"2002JJ00";""
"7949";"T001038";"GM0747";"2003JJ00";""
"7950";"T001038";"GM0747";"2004JJ00";""
"7951";"T001038";"GM0747";"2005JJ00";""
"7952";"T001038";"GM0747";"2006JJ00";""
"7953";"T001038";"GM0747";"2007JJ00";""
"7954";"T001038";"GM0747";"2008JJ00";""
"7955";"T001038";"GM0747";"2009JJ00";""
"7956";"T001038";"GM0747";"2010JJ00";""
"7957";"T001038";"GM0747";"2011JJ00";""
"7958";"T001038";"GM0747";"2012JJ00";""
"7959";"T001038";"GM0747";"2013JJ00";""
"7960";"T001038";"GM0747";"2014JJ00";""
"7961";"T001038";"GM0747";"2015JJ00";""
"7962";"T001038";"GM0747";"2016JJ00";""
"7963";"T001038";"GM0747";"2017JJ00";""
"7964";"T001038";"GM0747";"2018JJ00";""
"7965";"T001038";"GM0006";"1960JJ00";"    3517"
"7966";"T001038";"GM0006";"1961JJ00";"    3467"
"7967";"T001038";"GM0006";"1962JJ00";"    3465"
"7968";"T001038";"GM0006";"1963JJ00";"    3461"
"7969";"T001038";"GM0006";"1964JJ00";"    3446"
"7970";"T001038";"GM0006";"1965JJ00";"    3430"
"7971";"T001038";"GM0006";"1966JJ00";"    3384"
"7972";"T001038";"GM0006";"1967JJ00";"    3362"
"7973";"T001038";"GM0006";"1968JJ00";"    3382"
"7974";"T001038";"GM0006";"1969JJ00";"    3354"
"7975";"T001038";"GM0006";"1970JJ00";"    3330"
"7976";"T001038";"GM0006";"1971JJ00";"    3314"
"7977";"T001038";"GM0006";"1972JJ00";"    3213"
"7978";"T001038";"GM0006";"1973JJ00";"    3201"
"7979";"T001038";"GM0006";"1974JJ00";"    3164"
"7980";"T001038";"GM0006";"1975JJ00";"    3174"
"7981";"T001038";"GM0006";"1976JJ00";"    3125"
"7982";"T001038";"GM0006";"1977JJ00";"    3120"
"7983";"T001038";"GM0006";"1978JJ00";"    3110"
"7984";"T001038";"GM0006";"1979JJ00";"    3144"
"7985";"T001038";"GM0006";"1980JJ00";"    3093"
"7986";"T001038";"GM0006";"1981JJ00";"    3037"
"7987";"T001038";"GM0006";"1982JJ00";"    3076"
"7988";"T001038";"GM0006";"1983JJ00";"    3119"
"7989";"T001038";"GM0006";"1984JJ00";"    3130"
"7990";"T001038";"GM0006";"1985JJ00";"    3115"
"7991";"T001038";"GM0006";"1986JJ00";"    3090"
"7992";"T001038";"GM0006";"1987JJ00";"    3094"
"7993";"T001038";"GM0006";"1988JJ00";"    3058"
"7994";"T001038";"GM0006";"1989JJ00";"    2986"
"7995";"T001038";"GM0006";"1990JJ00";"    7174"
"7996";"T001038";"GM0006";"1991JJ00";"    7127"
"7997";"T001038";"GM0006";"1992JJ00";""
"7998";"T001038";"GM0006";"1993JJ00";""
"7999";"T001038";"GM0006";"1994JJ00";""
"8000";"T001038";"GM0006";"1995JJ00";""
"8001";"T001038";"GM0006";"1996JJ00";""
"8002";"T001038";"GM0006";"1997JJ00";""
"8003";"T001038";"GM0006";"1998JJ00";""
"8004";"T001038";"GM0006";"1999JJ00";""
"8005";"T001038";"GM0006";"2000JJ00";""
"8006";"T001038";"GM0006";"2001JJ00";""
"8007";"T001038";"GM0006";"2002JJ00";""
"8008";"T001038";"GM0006";"2003JJ00";""
"8009";"T001038";"GM0006";"2004JJ00";""
"8010";"T001038";"GM0006";"2005JJ00";""
"8011";"T001038";"GM0006";"2006JJ00";""
"8012";"T001038";"GM0006";"2007JJ00";""
"8013";"T001038";"GM0006";"2008JJ00";""
"8014";"T001038";"GM0006";"2009JJ00";""
"8015";"T001038";"GM0006";"2010JJ00";""
"8016";"T001038";"GM0006";"2011JJ00";""
"8017";"T001038";"GM0006";"2012JJ00";""
"8018";"T001038";"GM0006";"2013JJ00";""
"8019";"T001038";"GM0006";"2014JJ00";""
"8020";"T001038";"GM0006";"2015JJ00";""
"8021";"T001038";"GM0006";"2016JJ00";""
"8022";"T001038";"GM0006";"2017JJ00";""
"8023";"T001038";"GM0006";"2018JJ00";""
"8024";"T001038";"GM0205";"1960JJ00";"    3238"
"8025";"T001038";"GM0205";"1961JJ00";"    3245"
"8026";"T001038";"GM0205";"1962JJ00";"    3254"
"8027";"T001038";"GM0205";"1963JJ00";"    3253"
"8028";"T001038";"GM0205";"1964JJ00";"    3280"
"8029";"T001038";"GM0205";"1965JJ00";"    3358"
"8030";"T001038";"GM0205";"1966JJ00";"    3389"
"8031";"T001038";"GM0205";"1967JJ00";"    3378"
"8032";"T001038";"GM0205";"1968JJ00";"    3443"
"8033";"T001038";"GM0205";"1969JJ00";"    3523"
"8034";"T001038";"GM0205";"1970JJ00";"    3605"
"8035";"T001038";"GM0205";"1971JJ00";"    3638"
"8036";"T001038";"GM0205";"1972JJ00";"    3611"
"8037";"T001038";"GM0205";"1973JJ00";"    3671"
"8038";"T001038";"GM0205";"1974JJ00";"    3753"
"8039";"T001038";"GM0205";"1975JJ00";"    3906"
"8040";"T001038";"GM0205";"1976JJ00";"    4021"
"8041";"T001038";"GM0205";"1977JJ00";"    4031"
"8042";"T001038";"GM0205";"1978JJ00";""
"8043";"T001038";"GM0205";"1979JJ00";""
"8044";"T001038";"GM0205";"1980JJ00";""
"8045";"T001038";"GM0205";"1981JJ00";""
"8046";"T001038";"GM0205";"1982JJ00";""
"8047";"T001038";"GM0205";"1983JJ00";""
"8048";"T001038";"GM0205";"1984JJ00";""
"8049";"T001038";"GM0205";"1985JJ00";""
"8050";"T001038";"GM0205";"1986JJ00";""
"8051";"T001038";"GM0205";"1987JJ00";""
"8052";"T001038";"GM0205";"1988JJ00";""
"8053";"T001038";"GM0205";"1989JJ00";""
"8054";"T001038";"GM0205";"1990JJ00";""
"8055";"T001038";"GM0205";"1991JJ00";""
"8056";"T001038";"GM0205";"1992JJ00";""
"8057";"T001038";"GM0205";"1993JJ00";""
"8058";"T001038";"GM0205";"1994JJ00";""
"8059";"T001038";"GM0205";"1995JJ00";""
"8060";"T001038";"GM0205";"1996JJ00";""
"8061";"T001038";"GM0205";"1997JJ00";""
