"ID";"Geslacht";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"40601";"T001038";"GM0561";"1969JJ00";"     748"
"40602";"T001038";"GM0561";"1970JJ00";"     753"
"40603";"T001038";"GM0561";"1971JJ00";"     738"
"40604";"T001038";"GM0561";"1972JJ00";"     868"
"40605";"T001038";"GM0561";"1973JJ00";"     930"
"40606";"T001038";"GM0561";"1974JJ00";"     924"
"40607";"T001038";"GM0561";"1975JJ00";"     937"
"40608";"T001038";"GM0561";"1976JJ00";"     942"
"40609";"T001038";"GM0561";"1977JJ00";"     932"
"40610";"T001038";"GM0561";"1978JJ00";"     931"
"40611";"T001038";"GM0561";"1979JJ00";"     948"
"40612";"T001038";"GM0561";"1980JJ00";"     962"
"40613";"T001038";"GM0561";"1981JJ00";"     970"
"40614";"T001038";"GM0561";"1982JJ00";"     979"
"40615";"T001038";"GM0561";"1983JJ00";"     976"
"40616";"T001038";"GM0561";"1984JJ00";"     988"
"40617";"T001038";"GM0561";"1985JJ00";"     989"
"40618";"T001038";"GM0561";"1986JJ00";""
"40619";"T001038";"GM0561";"1987JJ00";""
"40620";"T001038";"GM0561";"1988JJ00";""
"40621";"T001038";"GM0561";"1989JJ00";""
"40622";"T001038";"GM0561";"1990JJ00";""
"40623";"T001038";"GM0561";"1991JJ00";""
"40624";"T001038";"GM0561";"1992JJ00";""
"40625";"T001038";"GM0561";"1993JJ00";""
"40626";"T001038";"GM0561";"1994JJ00";""
"40627";"T001038";"GM0561";"1995JJ00";""
"40628";"T001038";"GM0561";"1996JJ00";""
"40629";"T001038";"GM0561";"1997JJ00";""
"40630";"T001038";"GM0561";"1998JJ00";""
"40631";"T001038";"GM0561";"1999JJ00";""
"40632";"T001038";"GM0561";"2000JJ00";""
"40633";"T001038";"GM0561";"2001JJ00";""
"40634";"T001038";"GM0561";"2002JJ00";""
"40635";"T001038";"GM0561";"2003JJ00";""
"40636";"T001038";"GM0561";"2004JJ00";""
"40637";"T001038";"GM0561";"2005JJ00";""
"40638";"T001038";"GM0561";"2006JJ00";""
"40639";"T001038";"GM0561";"2007JJ00";""
"40640";"T001038";"GM0561";"2008JJ00";""
"40641";"T001038";"GM0561";"2009JJ00";""
"40642";"T001038";"GM0561";"2010JJ00";""
"40643";"T001038";"GM0561";"2011JJ00";""
"40644";"T001038";"GM0561";"2012JJ00";""
"40645";"T001038";"GM0561";"2013JJ00";""
"40646";"T001038";"GM0561";"2014JJ00";""
"40647";"T001038";"GM0561";"2015JJ00";""
"40648";"T001038";"GM0561";"2016JJ00";""
"40649";"T001038";"GM0561";"2017JJ00";""
"40650";"T001038";"GM0561";"2018JJ00";""
"40651";"T001038";"GM1927";"1960JJ00";""
"40652";"T001038";"GM1927";"1961JJ00";""
"40653";"T001038";"GM1927";"1962JJ00";""
"40654";"T001038";"GM1927";"1963JJ00";""
"40655";"T001038";"GM1927";"1964JJ00";""
"40656";"T001038";"GM1927";"1965JJ00";""
"40657";"T001038";"GM1927";"1966JJ00";""
"40658";"T001038";"GM1927";"1967JJ00";""
"40659";"T001038";"GM1927";"1968JJ00";""
"40660";"T001038";"GM1927";"1969JJ00";""
"40661";"T001038";"GM1927";"1970JJ00";""
"40662";"T001038";"GM1927";"1971JJ00";""
"40663";"T001038";"GM1927";"1972JJ00";""
"40664";"T001038";"GM1927";"1973JJ00";""
"40665";"T001038";"GM1927";"1974JJ00";""
"40666";"T001038";"GM1927";"1975JJ00";""
"40667";"T001038";"GM1927";"1976JJ00";""
"40668";"T001038";"GM1927";"1977JJ00";""
"40669";"T001038";"GM1927";"1978JJ00";""
"40670";"T001038";"GM1927";"1979JJ00";""
"40671";"T001038";"GM1927";"1980JJ00";""
"40672";"T001038";"GM1927";"1981JJ00";""
"40673";"T001038";"GM1927";"1982JJ00";""
"40674";"T001038";"GM1927";"1983JJ00";""
"40675";"T001038";"GM1927";"1984JJ00";""
"40676";"T001038";"GM1927";"1985JJ00";""
"40677";"T001038";"GM1927";"1986JJ00";""
"40678";"T001038";"GM1927";"1987JJ00";""
"40679";"T001038";"GM1927";"1988JJ00";""
"40680";"T001038";"GM1927";"1989JJ00";""
"40681";"T001038";"GM1927";"1990JJ00";""
"40682";"T001038";"GM1927";"1991JJ00";""
"40683";"T001038";"GM1927";"1992JJ00";""
"40684";"T001038";"GM1927";"1993JJ00";""
"40685";"T001038";"GM1927";"1994JJ00";""
"40686";"T001038";"GM1927";"1995JJ00";""
"40687";"T001038";"GM1927";"1996JJ00";""
"40688";"T001038";"GM1927";"1997JJ00";""
"40689";"T001038";"GM1927";"1998JJ00";""
"40690";"T001038";"GM1927";"1999JJ00";""
"40691";"T001038";"GM1927";"2000JJ00";""
"40692";"T001038";"GM1927";"2001JJ00";""
"40693";"T001038";"GM1927";"2002JJ00";""
"40694";"T001038";"GM1927";"2003JJ00";""
"40695";"T001038";"GM1927";"2004JJ00";""
"40696";"T001038";"GM1927";"2005JJ00";""
"40697";"T001038";"GM1927";"2006JJ00";""
"40698";"T001038";"GM1927";"2007JJ00";""
"40699";"T001038";"GM1927";"2008JJ00";""
"40700";"T001038";"GM1927";"2009JJ00";""
"40701";"T001038";"GM1927";"2010JJ00";""
"40702";"T001038";"GM1927";"2011JJ00";""
"40703";"T001038";"GM1927";"2012JJ00";""
"40704";"T001038";"GM1927";"2013JJ00";"   29190"
"40705";"T001038";"GM1927";"2014JJ00";"   29032"
"40706";"T001038";"GM1927";"2015JJ00";"   28993"
"40707";"T001038";"GM1927";"2016JJ00";"   29067"
"40708";"T001038";"GM1927";"2017JJ00";"   29212"
"40709";"T001038";"GM1927";"2018JJ00";"   29295"
"40710";"T001038";"GM0423";"1960JJ00";"    3643"
"40711";"T001038";"GM0423";"1961JJ00";"    3750"
"40712";"T001038";"GM0423";"1962JJ00";"    3881"
"40713";"T001038";"GM0423";"1963JJ00";"    4194"
"40714";"T001038";"GM0423";"1964JJ00";"    4405"
"40715";"T001038";"GM0423";"1965JJ00";"    4653"
"40716";"T001038";"GM0423";"1966JJ00";"    4851"
"40717";"T001038";"GM0423";"1967JJ00";"    5196"
"40718";"T001038";"GM0423";"1968JJ00";"    5290"
"40719";"T001038";"GM0423";"1969JJ00";"    5409"
"40720";"T001038";"GM0423";"1970JJ00";"    6014"
"40721";"T001038";"GM0423";"1971JJ00";"    6486"
"40722";"T001038";"GM0423";"1972JJ00";"    7093"
"40723";"T001038";"GM0423";"1973JJ00";"    7228"
"40724";"T001038";"GM0423";"1974JJ00";"    7252"
"40725";"T001038";"GM0423";"1975JJ00";"    7263"
"40726";"T001038";"GM0423";"1976JJ00";"    8127"
"40727";"T001038";"GM0423";"1977JJ00";"    8701"
"40728";"T001038";"GM0423";"1978JJ00";"    8798"
"40729";"T001038";"GM0423";"1979JJ00";"    8897"
"40730";"T001038";"GM0423";"1980JJ00";"    9020"
"40731";"T001038";"GM0423";"1981JJ00";"    9278"
"40732";"T001038";"GM0423";"1982JJ00";"    9463"
"40733";"T001038";"GM0423";"1983JJ00";"    9502"
"40734";"T001038";"GM0423";"1984JJ00";"    9509"
"40735";"T001038";"GM0423";"1985JJ00";"    9508"
"40736";"T001038";"GM0423";"1986JJ00";"    9689"
"40737";"T001038";"GM0423";"1987JJ00";"    9909"
"40738";"T001038";"GM0423";"1988JJ00";"    9956"
"40739";"T001038";"GM0423";"1989JJ00";"    9953"
"40740";"T001038";"GM0423";"1990JJ00";"   10039"
"40741";"T001038";"GM0423";"1991JJ00";""
"40742";"T001038";"GM0423";"1992JJ00";""
"40743";"T001038";"GM0423";"1993JJ00";""
"40744";"T001038";"GM0423";"1994JJ00";""
"40745";"T001038";"GM0423";"1995JJ00";""
"40746";"T001038";"GM0423";"1996JJ00";""
"40747";"T001038";"GM0423";"1997JJ00";""
"40748";"T001038";"GM0423";"1998JJ00";""
"40749";"T001038";"GM0423";"1999JJ00";""
"40750";"T001038";"GM0423";"2000JJ00";""
"40751";"T001038";"GM0423";"2001JJ00";""
"40752";"T001038";"GM0423";"2002JJ00";""
"40753";"T001038";"GM0423";"2003JJ00";""
"40754";"T001038";"GM0423";"2004JJ00";""
"40755";"T001038";"GM0423";"2005JJ00";""
"40756";"T001038";"GM0423";"2006JJ00";""
"40757";"T001038";"GM0423";"2007JJ00";""
"40758";"T001038";"GM0423";"2008JJ00";""
"40759";"T001038";"GM0423";"2009JJ00";""
"40760";"T001038";"GM0423";"2010JJ00";""
"40761";"T001038";"GM0423";"2011JJ00";""
"40762";"T001038";"GM0423";"2012JJ00";""
"40763";"T001038";"GM0423";"2013JJ00";""
"40764";"T001038";"GM0423";"2014JJ00";""
"40765";"T001038";"GM0423";"2015JJ00";""
"40766";"T001038";"GM0423";"2016JJ00";""
"40767";"T001038";"GM0423";"2017JJ00";""
"40768";"T001038";"GM0423";"2018JJ00";""
"40769";"T001038";"GM0562";"1960JJ00";"   15581"
"40770";"T001038";"GM0562";"1961JJ00";"   15723"
"40771";"T001038";"GM0562";"1962JJ00";"   15879"
"40772";"T001038";"GM0562";"1963JJ00";"   16092"
"40773";"T001038";"GM0562";"1964JJ00";"   16310"
"40774";"T001038";"GM0562";"1965JJ00";"   16660"
"40775";"T001038";"GM0562";"1966JJ00";"   16804"
"40776";"T001038";"GM0562";"1967JJ00";"   17201"
"40777";"T001038";"GM0562";"1968JJ00";"   17348"
"40778";"T001038";"GM0562";"1969JJ00";"   17495"
"40779";"T001038";"GM0562";"1970JJ00";"   17761"
"40780";"T001038";"GM0562";"1971JJ00";"   18349"
"40781";"T001038";"GM0562";"1972JJ00";"   18712"
"40782";"T001038";"GM0562";"1973JJ00";"   18443"
"40783";"T001038";"GM0562";"1974JJ00";"   18211"
"40784";"T001038";"GM0562";"1975JJ00";"   18150"
"40785";"T001038";"GM0562";"1976JJ00";"   18176"
"40786";"T001038";"GM0562";"1977JJ00";"   18014"
"40787";"T001038";"GM0562";"1978JJ00";"   18263"
"40788";"T001038";"GM0562";"1979JJ00";"   18316"
"40789";"T001038";"GM0562";"1980JJ00";"   18602"
"40790";"T001038";"GM0562";"1981JJ00";"   18700"
"40791";"T001038";"GM0562";"1982JJ00";"   18711"
"40792";"T001038";"GM0562";"1983JJ00";"   18608"
"40793";"T001038";"GM0562";"1984JJ00";"   18587"
"40794";"T001038";"GM0562";"1985JJ00";"   18728"
"40795";"T001038";"GM0562";"1986JJ00";"   19001"
"40796";"T001038";"GM0562";"1987JJ00";"   19063"
"40797";"T001038";"GM0562";"1988JJ00";"   19126"
"40798";"T001038";"GM0562";"1989JJ00";"   19194"
"40799";"T001038";"GM0562";"1990JJ00";"   19276"
"40800";"T001038";"GM0562";"1991JJ00";"   19302"
"40801";"T001038";"GM0562";"1992JJ00";"   19393"
"40802";"T001038";"GM0562";"1993JJ00";"   19376"
"40803";"T001038";"GM0562";"1994JJ00";"   19477"
"40804";"T001038";"GM0562";"1995JJ00";"   19637"
"40805";"T001038";"GM0562";"1996JJ00";"   19682"
"40806";"T001038";"GM0562";"1997JJ00";"   19806"
"40807";"T001038";"GM0562";"1998JJ00";"   20012"
"40808";"T001038";"GM0562";"1999JJ00";"   20234"
"40809";"T001038";"GM0562";"2000JJ00";"   20228"
"40810";"T001038";"GM0562";"2001JJ00";"   20196"
"40811";"T001038";"GM0562";"2002JJ00";"   20239"
"40812";"T001038";"GM0562";"2003JJ00";"   20446"
"40813";"T001038";"GM0562";"2004JJ00";""
"40814";"T001038";"GM0562";"2005JJ00";""
"40815";"T001038";"GM0562";"2006JJ00";""
"40816";"T001038";"GM0562";"2007JJ00";""
"40817";"T001038";"GM0562";"2008JJ00";""
"40818";"T001038";"GM0562";"2009JJ00";""
"40819";"T001038";"GM0562";"2010JJ00";""
"40820";"T001038";"GM0562";"2011JJ00";""
"40821";"T001038";"GM0562";"2012JJ00";""
"40822";"T001038";"GM0562";"2013JJ00";""
"40823";"T001038";"GM0562";"2014JJ00";""
"40824";"T001038";"GM0562";"2015JJ00";""
"40825";"T001038";"GM0562";"2016JJ00";""
"40826";"T001038";"GM0562";"2017JJ00";""
"40827";"T001038";"GM0562";"2018JJ00";""
"40828";"T001038";"GM1955";"1960JJ00";""
"40829";"T001038";"GM1955";"1961JJ00";""
"40830";"T001038";"GM1955";"1962JJ00";""
"40831";"T001038";"GM1955";"1963JJ00";""
"40832";"T001038";"GM1955";"1964JJ00";""
"40833";"T001038";"GM1955";"1965JJ00";""
"40834";"T001038";"GM1955";"1966JJ00";""
"40835";"T001038";"GM1955";"1967JJ00";""
"40836";"T001038";"GM1955";"1968JJ00";""
"40837";"T001038";"GM1955";"1969JJ00";""
"40838";"T001038";"GM1955";"1970JJ00";""
"40839";"T001038";"GM1955";"1971JJ00";""
"40840";"T001038";"GM1955";"1972JJ00";""
"40841";"T001038";"GM1955";"1973JJ00";""
"40842";"T001038";"GM1955";"1974JJ00";""
"40843";"T001038";"GM1955";"1975JJ00";""
"40844";"T001038";"GM1955";"1976JJ00";""
"40845";"T001038";"GM1955";"1977JJ00";""
"40846";"T001038";"GM1955";"1978JJ00";""
"40847";"T001038";"GM1955";"1979JJ00";""
"40848";"T001038";"GM1955";"1980JJ00";""
"40849";"T001038";"GM1955";"1981JJ00";""
"40850";"T001038";"GM1955";"1982JJ00";""
"40851";"T001038";"GM1955";"1983JJ00";""
"40852";"T001038";"GM1955";"1984JJ00";""
"40853";"T001038";"GM1955";"1985JJ00";""
"40854";"T001038";"GM1955";"1986JJ00";""
"40855";"T001038";"GM1955";"1987JJ00";""
"40856";"T001038";"GM1955";"1988JJ00";""
"40857";"T001038";"GM1955";"1989JJ00";""
"40858";"T001038";"GM1955";"1990JJ00";""
"40859";"T001038";"GM1955";"1991JJ00";""
"40860";"T001038";"GM1955";"1992JJ00";""
"40861";"T001038";"GM1955";"1993JJ00";""
"40862";"T001038";"GM1955";"1994JJ00";""
"40863";"T001038";"GM1955";"1995JJ00";""
"40864";"T001038";"GM1955";"1996JJ00";""
"40865";"T001038";"GM1955";"1997JJ00";""
"40866";"T001038";"GM1955";"1998JJ00";""
"40867";"T001038";"GM1955";"1999JJ00";""
"40868";"T001038";"GM1955";"2000JJ00";""
"40869";"T001038";"GM1955";"2001JJ00";""
"40870";"T001038";"GM1955";"2002JJ00";""
"40871";"T001038";"GM1955";"2003JJ00";""
"40872";"T001038";"GM1955";"2004JJ00";""
"40873";"T001038";"GM1955";"2005JJ00";"   35263"
"40874";"T001038";"GM1955";"2006JJ00";"   35190"
"40875";"T001038";"GM1955";"2007JJ00";"   35054"
"40876";"T001038";"GM1955";"2008JJ00";"   34995"
"40877";"T001038";"GM1955";"2009JJ00";"   35103"
"40878";"T001038";"GM1955";"2010JJ00";"   35179"
"40879";"T001038";"GM1955";"2011JJ00";"   34976"
"40880";"T001038";"GM1955";"2012JJ00";"   35043"
"40881";"T001038";"GM1955";"2013JJ00";"   34834"
"40882";"T001038";"GM1955";"2014JJ00";"   34987"
"40883";"T001038";"GM1955";"2015JJ00";"   35150"
"40884";"T001038";"GM1955";"2016JJ00";"   35173"
"40885";"T001038";"GM1955";"2017JJ00";"   35316"
"40886";"T001038";"GM1955";"2018JJ00";"   35627"
"40887";"T001038";"GM0335";"1960JJ00";"    2612"
"40888";"T001038";"GM0335";"1961JJ00";"    2659"
"40889";"T001038";"GM0335";"1962JJ00";"    2678"
"40890";"T001038";"GM0335";"1963JJ00";"    2702"
"40891";"T001038";"GM0335";"1964JJ00";"    2655"
"40892";"T001038";"GM0335";"1965JJ00";"    2625"
"40893";"T001038";"GM0335";"1966JJ00";"    2546"
"40894";"T001038";"GM0335";"1967JJ00";"    2467"
"40895";"T001038";"GM0335";"1968JJ00";"    2459"
"40896";"T001038";"GM0335";"1969JJ00";"    2435"
"40897";"T001038";"GM0335";"1970JJ00";"    2392"
"40898";"T001038";"GM0335";"1971JJ00";"    2344"
"40899";"T001038";"GM0335";"1972JJ00";"    2346"
"40900";"T001038";"GM0335";"1973JJ00";"    2281"
"40901";"T001038";"GM0335";"1974JJ00";"    2627"
"40902";"T001038";"GM0335";"1975JJ00";"    2965"
"40903";"T001038";"GM0335";"1976JJ00";"    3442"
"40904";"T001038";"GM0335";"1977JJ00";"    3824"
"40905";"T001038";"GM0335";"1978JJ00";"    3896"
"40906";"T001038";"GM0335";"1979JJ00";"    3898"
"40907";"T001038";"GM0335";"1980JJ00";"    6294"
"40908";"T001038";"GM0335";"1981JJ00";"    6385"
"40909";"T001038";"GM0335";"1982JJ00";"    6423"
"40910";"T001038";"GM0335";"1983JJ00";"    6548"
"40911";"T001038";"GM0335";"1984JJ00";"    6704"
"40912";"T001038";"GM0335";"1985JJ00";"    6749"
"40913";"T001038";"GM0335";"1986JJ00";"    6831"
"40914";"T001038";"GM0335";"1987JJ00";"    6946"
"40915";"T001038";"GM0335";"1988JJ00";"    6976"
"40916";"T001038";"GM0335";"1989JJ00";"   12397"
"40917";"T001038";"GM0335";"1990JJ00";"   12413"
"40918";"T001038";"GM0335";"1991JJ00";"   12518"
"40919";"T001038";"GM0335";"1992JJ00";"   12673"
"40920";"T001038";"GM0335";"1993JJ00";"   12744"
"40921";"T001038";"GM0335";"1994JJ00";"   12790"
"40922";"T001038";"GM0335";"1995JJ00";"   13090"
"40923";"T001038";"GM0335";"1996JJ00";"   13226"
"40924";"T001038";"GM0335";"1997JJ00";"   13254"
"40925";"T001038";"GM0335";"1998JJ00";"   13237"
"40926";"T001038";"GM0335";"1999JJ00";"   13254"
"40927";"T001038";"GM0335";"2000JJ00";"   13372"
"40928";"T001038";"GM0335";"2001JJ00";"   13285"
"40929";"T001038";"GM0335";"2002JJ00";"   13298"
"40930";"T001038";"GM0335";"2003JJ00";"   13339"
"40931";"T001038";"GM0335";"2004JJ00";"   13367"
"40932";"T001038";"GM0335";"2005JJ00";"   13438"
"40933";"T001038";"GM0335";"2006JJ00";"   13506"
"40934";"T001038";"GM0335";"2007JJ00";"   13474"
"40935";"T001038";"GM0335";"2008JJ00";"   13493"
"40936";"T001038";"GM0335";"2009JJ00";"   13484"
"40937";"T001038";"GM0335";"2010JJ00";"   13494"
"40938";"T001038";"GM0335";"2011JJ00";"   13500"
"40939";"T001038";"GM0335";"2012JJ00";"   13601"
"40940";"T001038";"GM0335";"2013JJ00";"   13621"
"40941";"T001038";"GM0335";"2014JJ00";"   13639"
"40942";"T001038";"GM0335";"2015JJ00";"   13672"
"40943";"T001038";"GM0335";"2016JJ00";"   13783"
"40944";"T001038";"GM0335";"2017JJ00";"   13866"
"40945";"T001038";"GM0335";"2018JJ00";"   13879"
"40946";"T001038";"GM0943";"1960JJ00";"    2528"
"40947";"T001038";"GM0943";"1961JJ00";"    2532"
"40948";"T001038";"GM0943";"1962JJ00";"    2557"
"40949";"T001038";"GM0943";"1963JJ00";"    2584"
"40950";"T001038";"GM0943";"1964JJ00";"    2648"
"40951";"T001038";"GM0943";"1965JJ00";"    2624"
"40952";"T001038";"GM0943";"1966JJ00";"    2596"
"40953";"T001038";"GM0943";"1967JJ00";"    2605"
"40954";"T001038";"GM0943";"1968JJ00";"    2662"
"40955";"T001038";"GM0943";"1969JJ00";"    2699"
"40956";"T001038";"GM0943";"1970JJ00";"    2739"
"40957";"T001038";"GM0943";"1971JJ00";"    2774"
"40958";"T001038";"GM0943";"1972JJ00";"    2767"
"40959";"T001038";"GM0943";"1973JJ00";"    2734"
"40960";"T001038";"GM0943";"1974JJ00";"    2803"
"40961";"T001038";"GM0943";"1975JJ00";"    2831"
"40962";"T001038";"GM0943";"1976JJ00";"    2837"
"40963";"T001038";"GM0943";"1977JJ00";"    2843"
"40964";"T001038";"GM0943";"1978JJ00";"    2923"
"40965";"T001038";"GM0943";"1979JJ00";"    2924"
"40966";"T001038";"GM0943";"1980JJ00";"    2936"
"40967";"T001038";"GM0943";"1981JJ00";"    2966"
"40968";"T001038";"GM0943";"1982JJ00";"    2985"
"40969";"T001038";"GM0943";"1983JJ00";"    2993"
"40970";"T001038";"GM0943";"1984JJ00";"    3014"
"40971";"T001038";"GM0943";"1985JJ00";"    3001"
"40972";"T001038";"GM0943";"1986JJ00";"    3015"
"40973";"T001038";"GM0943";"1987JJ00";"    3030"
"40974";"T001038";"GM0943";"1988JJ00";"    3077"
"40975";"T001038";"GM0943";"1989JJ00";"    3108"
"40976";"T001038";"GM0943";"1990JJ00";"    3097"
"40977";"T001038";"GM0943";"1991JJ00";""
"40978";"T001038";"GM0943";"1992JJ00";""
"40979";"T001038";"GM0943";"1993JJ00";""
"40980";"T001038";"GM0943";"1994JJ00";""
"40981";"T001038";"GM0943";"1995JJ00";""
"40982";"T001038";"GM0943";"1996JJ00";""
"40983";"T001038";"GM0943";"1997JJ00";""
"40984";"T001038";"GM0943";"1998JJ00";""
"40985";"T001038";"GM0943";"1999JJ00";""
"40986";"T001038";"GM0943";"2000JJ00";""
"40987";"T001038";"GM0943";"2001JJ00";""
"40988";"T001038";"GM0943";"2002JJ00";""
"40989";"T001038";"GM0943";"2003JJ00";""
"40990";"T001038";"GM0943";"2004JJ00";""
"40991";"T001038";"GM0943";"2005JJ00";""
"40992";"T001038";"GM0943";"2006JJ00";""
"40993";"T001038";"GM0943";"2007JJ00";""
"40994";"T001038";"GM0943";"2008JJ00";""
"40995";"T001038";"GM0943";"2009JJ00";""
"40996";"T001038";"GM0943";"2010JJ00";""
"40997";"T001038";"GM0943";"2011JJ00";""
"40998";"T001038";"GM0943";"2012JJ00";""
"40999";"T001038";"GM0943";"2013JJ00";""
"41000";"T001038";"GM0943";"2014JJ00";""
"41001";"T001038";"GM0943";"2015JJ00";""
"41002";"T001038";"GM0943";"2016JJ00";""
"41003";"T001038";"GM0943";"2017JJ00";""
"41004";"T001038";"GM0943";"2018JJ00";""
"41005";"T001038";"GM0944";"1960JJ00";"    3156"
"41006";"T001038";"GM0944";"1961JJ00";"    3229"
"41007";"T001038";"GM0944";"1962JJ00";"    3356"
"41008";"T001038";"GM0944";"1963JJ00";"    3415"
"41009";"T001038";"GM0944";"1964JJ00";"    3599"
"41010";"T001038";"GM0944";"1965JJ00";"    3702"
"41011";"T001038";"GM0944";"1966JJ00";"    3805"
"41012";"T001038";"GM0944";"1967JJ00";"    4078"
"41013";"T001038";"GM0944";"1968JJ00";"    4078"
"41014";"T001038";"GM0944";"1969JJ00";"    4253"
"41015";"T001038";"GM0944";"1970JJ00";"    4844"
"41016";"T001038";"GM0944";"1971JJ00";"    5181"
"41017";"T001038";"GM0944";"1972JJ00";"    5351"
"41018";"T001038";"GM0944";"1973JJ00";"    5597"
"41019";"T001038";"GM0944";"1974JJ00";"    5613"
"41020";"T001038";"GM0944";"1975JJ00";"    5698"
"41021";"T001038";"GM0944";"1976JJ00";"    5768"
"41022";"T001038";"GM0944";"1977JJ00";"    5894"
"41023";"T001038";"GM0944";"1978JJ00";"    6153"
"41024";"T001038";"GM0944";"1979JJ00";"    6439"
"41025";"T001038";"GM0944";"1980JJ00";"    6479"
"41026";"T001038";"GM0944";"1981JJ00";"    6588"
"41027";"T001038";"GM0944";"1982JJ00";"    6725"
"41028";"T001038";"GM0944";"1983JJ00";"    6789"
"41029";"T001038";"GM0944";"1984JJ00";"    6767"
"41030";"T001038";"GM0944";"1985JJ00";"    6815"
"41031";"T001038";"GM0944";"1986JJ00";"    6833"
"41032";"T001038";"GM0944";"1987JJ00";"    6980"
"41033";"T001038";"GM0944";"1988JJ00";"    7116"
"41034";"T001038";"GM0944";"1989JJ00";"    7193"
"41035";"T001038";"GM0944";"1990JJ00";"    7227"
"41036";"T001038";"GM0944";"1991JJ00";"    7235"
"41037";"T001038";"GM0944";"1992JJ00";"    7260"
"41038";"T001038";"GM0944";"1993JJ00";"    7379"
"41039";"T001038";"GM0944";"1994JJ00";"    7458"
"41040";"T001038";"GM0944";"1995JJ00";"    7463"
"41041";"T001038";"GM0944";"1996JJ00";"    7434"
"41042";"T001038";"GM0944";"1997JJ00";"    7449"
"41043";"T001038";"GM0944";"1998JJ00";"    7472"
"41044";"T001038";"GM0944";"1999JJ00";"    7597"
"41045";"T001038";"GM0944";"2000JJ00";"    7833"
"41046";"T001038";"GM0944";"2001JJ00";"    7978"
"41047";"T001038";"GM0944";"2002JJ00";"    7947"
"41048";"T001038";"GM0944";"2003JJ00";"    8011"
"41049";"T001038";"GM0944";"2004JJ00";"    7977"
"41050";"T001038";"GM0944";"2005JJ00";"    8010"
"41051";"T001038";"GM0944";"2006JJ00";"    8016"
"41052";"T001038";"GM0944";"2007JJ00";"    8029"
"41053";"T001038";"GM0944";"2008JJ00";"    8084"
"41054";"T001038";"GM0944";"2009JJ00";"    8040"
"41055";"T001038";"GM0944";"2010JJ00";"    8049"
"41056";"T001038";"GM0944";"2011JJ00";"    7947"
"41057";"T001038";"GM0944";"2012JJ00";"    7874"
"41058";"T001038";"GM0944";"2013JJ00";"    7827"
"41059";"T001038";"GM0944";"2014JJ00";"    7796"
"41060";"T001038";"GM0944";"2015JJ00";"    7762"
"41061";"T001038";"GM0944";"2016JJ00";"    7755"
"41062";"T001038";"GM0944";"2017JJ00";"    7775"
"41063";"T001038";"GM0944";"2018JJ00";"    7768"
"41064";"T001038";"GM0563";"1960JJ00";"    3621"
"41065";"T001038";"GM0563";"1961JJ00";"    3683"
"41066";"T001038";"GM0563";"1962JJ00";"    4849"
"41067";"T001038";"GM0563";"1963JJ00";"    5101"
"41068";"T001038";"GM0563";"1964JJ00";"    5475"
"41069";"T001038";"GM0563";"1965JJ00";"    5571"
"41070";"T001038";"GM0563";"1966JJ00";"    5663"
"41071";"T001038";"GM0563";"1967JJ00";"    5687"
"41072";"T001038";"GM0563";"1968JJ00";"    5816"
"41073";"T001038";"GM0563";"1969JJ00";"    5914"
"41074";"T001038";"GM0563";"1970JJ00";"    6079"
"41075";"T001038";"GM0563";"1971JJ00";"    6248"
"41076";"T001038";"GM0563";"1972JJ00";"    6239"
"41077";"T001038";"GM0563";"1973JJ00";"    6248"
"41078";"T001038";"GM0563";"1974JJ00";"    6178"
"41079";"T001038";"GM0563";"1975JJ00";"    6142"
"41080";"T001038";"GM0563";"1976JJ00";"    6132"
"41081";"T001038";"GM0563";"1977JJ00";"    6233"
"41082";"T001038";"GM0563";"1978JJ00";"    6338"
"41083";"T001038";"GM0563";"1979JJ00";"    6282"
"41084";"T001038";"GM0563";"1980JJ00";"    6299"
"41085";"T001038";"GM0563";"1981JJ00";"    6276"
"41086";"T001038";"GM0563";"1982JJ00";"    6385"
"41087";"T001038";"GM0563";"1983JJ00";"    6480"
"41088";"T001038";"GM0563";"1984JJ00";"    6533"
"41089";"T001038";"GM0563";"1985JJ00";"    6585"
"41090";"T001038";"GM0563";"1986JJ00";"    6654"
"41091";"T001038";"GM0563";"1987JJ00";"    6746"
"41092";"T001038";"GM0563";"1988JJ00";"    6861"
"41093";"T001038";"GM0563";"1989JJ00";"    6964"
"41094";"T001038";"GM0563";"1990JJ00";"    7042"
"41095";"T001038";"GM0563";"1991JJ00";"    7139"
"41096";"T001038";"GM0563";"1992JJ00";"    7173"
"41097";"T001038";"GM0563";"1993JJ00";"    7182"
"41098";"T001038";"GM0563";"1994JJ00";"    7277"
"41099";"T001038";"GM0563";"1995JJ00";"    7364"
"41100";"T001038";"GM0563";"1996JJ00";"    7433"
"41101";"T001038";"GM0563";"1997JJ00";"    7492"
"41102";"T001038";"GM0563";"1998JJ00";"    7498"
"41103";"T001038";"GM0563";"1999JJ00";"    7676"
"41104";"T001038";"GM0563";"2000JJ00";"    7692"
"41105";"T001038";"GM0563";"2001JJ00";"    7932"
"41106";"T001038";"GM0563";"2002JJ00";"    8118"
"41107";"T001038";"GM0563";"2003JJ00";"    8079"
"41108";"T001038";"GM0563";"2004JJ00";"    8110"
"41109";"T001038";"GM0563";"2005JJ00";"    8081"
