"ID";"Geslacht";"Leeftijd";"BurgerlijkeStaat";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"1987058";"T001038";"11300";"T001019";"PV20  ";"2006JJ00";"    6256"
"1987059";"T001038";"11300";"T001019";"PV20  ";"2007JJ00";"    6266"
"1987060";"T001038";"11300";"T001019";"PV20  ";"2008JJ00";"    6406"
"1987061";"T001038";"11300";"T001019";"PV20  ";"2009JJ00";"    6313"
"1987062";"T001038";"11300";"T001019";"PV20  ";"2010JJ00";"    6173"
"1987063";"T001038";"11300";"T001019";"PV20  ";"2011JJ00";"    6245"
"1987064";"T001038";"11300";"T001019";"PV20  ";"2012JJ00";"    6421"
"1987065";"T001038";"11300";"T001019";"PV20  ";"2013JJ00";"    6436"
"1987066";"T001038";"11300";"T001019";"PV20  ";"2014JJ00";"    6459"
"1987067";"T001038";"11300";"T001019";"PV20  ";"2015JJ00";"    6469"
"1987068";"T001038";"11300";"T001019";"PV20  ";"2016JJ00";"    6249"
"1987069";"T001038";"11300";"T001019";"PV20  ";"2017JJ00";"    6312"
"1987070";"T001038";"11300";"T001019";"PV20  ";"2018JJ00";"    5922"
"1987071";"T001038";"11300";"T001019";"PV20  ";"2019JJ00";"    5868"
"1987168";"T001038";"11300";"T001019";"PV24  ";"1988JJ00";"    2944"
"1987169";"T001038";"11300";"T001019";"PV24  ";"1989JJ00";"    2995"
"1987170";"T001038";"11300";"T001019";"PV24  ";"1990JJ00";"    3228"
"1987171";"T001038";"11300";"T001019";"PV24  ";"1991JJ00";"    3366"
"1987172";"T001038";"11300";"T001019";"PV24  ";"1992JJ00";"    3461"
"1987173";"T001038";"11300";"T001019";"PV24  ";"1993JJ00";"    3721"
"1987174";"T001038";"11300";"T001019";"PV24  ";"1994JJ00";"    3948"
"1987175";"T001038";"11300";"T001019";"PV24  ";"1995JJ00";"    4000"
"1987176";"T001038";"11300";"T001019";"PV24  ";"1996JJ00";"    4129"
"1987177";"T001038";"11300";"T001019";"PV24  ";"1997JJ00";"    4304"
"1987178";"T001038";"11300";"T001019";"PV24  ";"1998JJ00";"    4423"
"1987179";"T001038";"11300";"T001019";"PV24  ";"1999JJ00";"    4631"
"1987180";"T001038";"11300";"T001019";"PV24  ";"2000JJ00";"    4788"
"1987181";"T001038";"11300";"T001019";"PV24  ";"2001JJ00";"    5085"
"1987182";"T001038";"11300";"T001019";"PV24  ";"2002JJ00";"    5235"
"1987183";"T001038";"11300";"T001019";"PV24  ";"2003JJ00";"    5251"
"1987184";"T001038";"11300";"T001019";"PV24  ";"2004JJ00";"    5571"
"1987185";"T001038";"11300";"T001019";"PV24  ";"2005JJ00";"    5719"
"1987186";"T001038";"11300";"T001019";"PV24  ";"2006JJ00";"    5532"
"1987187";"T001038";"11300";"T001019";"PV24  ";"2007JJ00";"    5533"
"1987188";"T001038";"11300";"T001019";"PV24  ";"2008JJ00";"    5675"
"1987189";"T001038";"11300";"T001019";"PV24  ";"2009JJ00";"    5351"
"1987190";"T001038";"11300";"T001019";"PV24  ";"2010JJ00";"    5400"
"1987191";"T001038";"11300";"T001019";"PV24  ";"2011JJ00";"    5461"
"1987192";"T001038";"11300";"T001019";"PV24  ";"2012JJ00";"    5733"
"1987193";"T001038";"11300";"T001019";"PV24  ";"2013JJ00";"    5731"
"1987194";"T001038";"11300";"T001019";"PV24  ";"2014JJ00";"    5757"
"1987195";"T001038";"11300";"T001019";"PV24  ";"2015JJ00";"    5892"
"1987196";"T001038";"11300";"T001019";"PV24  ";"2016JJ00";"    5736"
"1987197";"T001038";"11300";"T001019";"PV24  ";"2017JJ00";"    5765"
"1987198";"T001038";"11300";"T001019";"PV24  ";"2018JJ00";"    5549"
"1987199";"T001038";"11300";"T001019";"PV24  ";"2019JJ00";"    5503"
"2128960";"T001038";"11400";"T001019";"PV20  ";"1988JJ00";"    7586"
"2128961";"T001038";"11400";"T001019";"PV20  ";"1989JJ00";"    7090"
"2128962";"T001038";"11400";"T001019";"PV20  ";"1990JJ00";"    6677"
"2128963";"T001038";"11400";"T001019";"PV20  ";"1991JJ00";"    6421"
"2128964";"T001038";"11400";"T001019";"PV20  ";"1992JJ00";"    6238"
"2128965";"T001038";"11400";"T001019";"PV20  ";"1993JJ00";"    6183"
"2128966";"T001038";"11400";"T001019";"PV20  ";"1994JJ00";"    6177"
"2128967";"T001038";"11400";"T001019";"PV20  ";"1995JJ00";"    6389"
"2128968";"T001038";"11400";"T001019";"PV20  ";"1996JJ00";"    6282"
"2128969";"T001038";"11400";"T001019";"PV20  ";"1997JJ00";"    6124"
"2128970";"T001038";"11400";"T001019";"PV20  ";"1998JJ00";"    5949"
"2128971";"T001038";"11400";"T001019";"PV20  ";"1999JJ00";"    6043"
"2128972";"T001038";"11400";"T001019";"PV20  ";"2000JJ00";"    6141"
"2128973";"T001038";"11400";"T001019";"PV20  ";"2001JJ00";"    6327"
"2128974";"T001038";"11400";"T001019";"PV20  ";"2002JJ00";"    6395"
"2128975";"T001038";"11400";"T001019";"PV20  ";"2003JJ00";"    6251"
"2128976";"T001038";"11400";"T001019";"PV20  ";"2004JJ00";"    6260"
"2128977";"T001038";"11400";"T001019";"PV20  ";"2005JJ00";"    6677"
"2128978";"T001038";"11400";"T001019";"PV20  ";"2006JJ00";"    6612"
"2128979";"T001038";"11400";"T001019";"PV20  ";"2007JJ00";"    6248"
"2128980";"T001038";"11400";"T001019";"PV20  ";"2008JJ00";"    6265"
"2128981";"T001038";"11400";"T001019";"PV20  ";"2009JJ00";"    6384"
"2128982";"T001038";"11400";"T001019";"PV20  ";"2010JJ00";"    6332"
"2128983";"T001038";"11400";"T001019";"PV20  ";"2011JJ00";"    6185"
"2128984";"T001038";"11400";"T001019";"PV20  ";"2012JJ00";"    6253"
"2128985";"T001038";"11400";"T001019";"PV20  ";"2013JJ00";"    6413"
"2128986";"T001038";"11400";"T001019";"PV20  ";"2014JJ00";"    6471"
"2128987";"T001038";"11400";"T001019";"PV20  ";"2015JJ00";"    6465"
"2128988";"T001038";"11400";"T001019";"PV20  ";"2016JJ00";"    6480"
"2128989";"T001038";"11400";"T001019";"PV20  ";"2017JJ00";"    6254"
"2128990";"T001038";"11400";"T001019";"PV20  ";"2018JJ00";"    6326"
"2128991";"T001038";"11400";"T001019";"PV20  ";"2019JJ00";"    5963"
"2129088";"T001038";"11400";"T001019";"PV24  ";"1988JJ00";"    2987"
"2129089";"T001038";"11400";"T001019";"PV24  ";"1989JJ00";"    2958"
"2129090";"T001038";"11400";"T001019";"PV24  ";"1990JJ00";"    3044"
"2129091";"T001038";"11400";"T001019";"PV24  ";"1991JJ00";"    3252"
"2129092";"T001038";"11400";"T001019";"PV24  ";"1992JJ00";"    3394"
"2129093";"T001038";"11400";"T001019";"PV24  ";"1993JJ00";"    3521"
"2129094";"T001038";"11400";"T001019";"PV24  ";"1994JJ00";"    3774"
"2129095";"T001038";"11400";"T001019";"PV24  ";"1995JJ00";"    3988"
"2129096";"T001038";"11400";"T001019";"PV24  ";"1996JJ00";"    4020"
"2129097";"T001038";"11400";"T001019";"PV24  ";"1997JJ00";"    4163"
"2129098";"T001038";"11400";"T001019";"PV24  ";"1998JJ00";"    4331"
"2129099";"T001038";"11400";"T001019";"PV24  ";"1999JJ00";"    4470"
"2129100";"T001038";"11400";"T001019";"PV24  ";"2000JJ00";"    4726"
"2129101";"T001038";"11400";"T001019";"PV24  ";"2001JJ00";"    4857"
"2129102";"T001038";"11400";"T001019";"PV24  ";"2002JJ00";"    5138"
"2129103";"T001038";"11400";"T001019";"PV24  ";"2003JJ00";"    5257"
"2129104";"T001038";"11400";"T001019";"PV24  ";"2004JJ00";"    5308"
"2129105";"T001038";"11400";"T001019";"PV24  ";"2005JJ00";"    5609"
"2129106";"T001038";"11400";"T001019";"PV24  ";"2006JJ00";"    5707"
"2129107";"T001038";"11400";"T001019";"PV24  ";"2007JJ00";"    5543"
"2129108";"T001038";"11400";"T001019";"PV24  ";"2008JJ00";"    5542"
"2129109";"T001038";"11400";"T001019";"PV24  ";"2009JJ00";"    5710"
"2129110";"T001038";"11400";"T001019";"PV24  ";"2010JJ00";"    5361"
"2129111";"T001038";"11400";"T001019";"PV24  ";"2011JJ00";"    5421"
"2129112";"T001038";"11400";"T001019";"PV24  ";"2012JJ00";"    5457"
"2129113";"T001038";"11400";"T001019";"PV24  ";"2013JJ00";"    5719"
"2129114";"T001038";"11400";"T001019";"PV24  ";"2014JJ00";"    5735"
"2129115";"T001038";"11400";"T001019";"PV24  ";"2015JJ00";"    5757"
"2129116";"T001038";"11400";"T001019";"PV24  ";"2016JJ00";"    5881"
"2129117";"T001038";"11400";"T001019";"PV24  ";"2017JJ00";"    5771"
"2129118";"T001038";"11400";"T001019";"PV24  ";"2018JJ00";"    5770"
"2129119";"T001038";"11400";"T001019";"PV24  ";"2019JJ00";"    5564"
"2270880";"T001038";"11500";"T001019";"PV20  ";"1988JJ00";"    8533"
"2270881";"T001038";"11500";"T001019";"PV20  ";"1989JJ00";"    7551"
"2270882";"T001038";"11500";"T001019";"PV20  ";"1990JJ00";"    7074"
"2270883";"T001038";"11500";"T001019";"PV20  ";"1991JJ00";"    6651"
"2270884";"T001038";"11500";"T001019";"PV20  ";"1992JJ00";"    6418"
"2270885";"T001038";"11500";"T001019";"PV20  ";"1993JJ00";"    6227"
"2270886";"T001038";"11500";"T001019";"PV20  ";"1994JJ00";"    6205"
"2270887";"T001038";"11500";"T001019";"PV20  ";"1995JJ00";"    6202"
"2270888";"T001038";"11500";"T001019";"PV20  ";"1996JJ00";"    6393"
"2270889";"T001038";"11500";"T001019";"PV20  ";"1997JJ00";"    6283"
"2270890";"T001038";"11500";"T001019";"PV20  ";"1998JJ00";"    6130"
"2270891";"T001038";"11500";"T001019";"PV20  ";"1999JJ00";"    5958"
"2270892";"T001038";"11500";"T001019";"PV20  ";"2000JJ00";"    6077"
"2270893";"T001038";"11500";"T001019";"PV20  ";"2001JJ00";"    6224"
"2270894";"T001038";"11500";"T001019";"PV20  ";"2002JJ00";"    6399"
"2270895";"T001038";"11500";"T001019";"PV20  ";"2003JJ00";"    6423"
"2270896";"T001038";"11500";"T001019";"PV20  ";"2004JJ00";"    6253"
"2270897";"T001038";"11500";"T001019";"PV20  ";"2005JJ00";"    6228"
"2270898";"T001038";"11500";"T001019";"PV20  ";"2006JJ00";"    6634"
"2270899";"T001038";"11500";"T001019";"PV20  ";"2007JJ00";"    6615"
"2270900";"T001038";"11500";"T001019";"PV20  ";"2008JJ00";"    6229"
"2270901";"T001038";"11500";"T001019";"PV20  ";"2009JJ00";"    6237"
"2270902";"T001038";"11500";"T001019";"PV20  ";"2010JJ00";"    6411"
"2270903";"T001038";"11500";"T001019";"PV20  ";"2011JJ00";"    6306"
"2270904";"T001038";"11500";"T001019";"PV20  ";"2012JJ00";"    6187"
"2270905";"T001038";"11500";"T001019";"PV20  ";"2013JJ00";"    6254"
"2270906";"T001038";"11500";"T001019";"PV20  ";"2014JJ00";"    6450"
"2270907";"T001038";"11500";"T001019";"PV20  ";"2015JJ00";"    6483"
"2270908";"T001038";"11500";"T001019";"PV20  ";"2016JJ00";"    6501"
"2270909";"T001038";"11500";"T001019";"PV20  ";"2017JJ00";"    6522"
"2270910";"T001038";"11500";"T001019";"PV20  ";"2018JJ00";"    6299"
"2270911";"T001038";"11500";"T001019";"PV20  ";"2019JJ00";"    6347"
"2271008";"T001038";"11500";"T001019";"PV24  ";"1988JJ00";"    3106"
"2271009";"T001038";"11500";"T001019";"PV24  ";"1989JJ00";"    3026"
"2271010";"T001038";"11500";"T001019";"PV24  ";"1990JJ00";"    2985"
"2271011";"T001038";"11500";"T001019";"PV24  ";"1991JJ00";"    3054"
"2271012";"T001038";"11500";"T001019";"PV24  ";"1992JJ00";"    3313"
"2271013";"T001038";"11500";"T001019";"PV24  ";"1993JJ00";"    3414"
"2271014";"T001038";"11500";"T001019";"PV24  ";"1994JJ00";"    3556"
"2271015";"T001038";"11500";"T001019";"PV24  ";"1995JJ00";"    3783"
"2271016";"T001038";"11500";"T001019";"PV24  ";"1996JJ00";"    4012"
"2271017";"T001038";"11500";"T001019";"PV24  ";"1997JJ00";"    4029"
"2271018";"T001038";"11500";"T001019";"PV24  ";"1998JJ00";"    4207"
"2271019";"T001038";"11500";"T001019";"PV24  ";"1999JJ00";"    4411"
"2271020";"T001038";"11500";"T001019";"PV24  ";"2000JJ00";"    4527"
"2271021";"T001038";"11500";"T001019";"PV24  ";"2001JJ00";"    4790"
"2271022";"T001038";"11500";"T001019";"PV24  ";"2002JJ00";"    4949"
"2271023";"T001038";"11500";"T001019";"PV24  ";"2003JJ00";"    5205"
"2271024";"T001038";"11500";"T001019";"PV24  ";"2004JJ00";"    5284"
"2271025";"T001038";"11500";"T001019";"PV24  ";"2005JJ00";"    5333"
"2271026";"T001038";"11500";"T001019";"PV24  ";"2006JJ00";"    5638"
"2271027";"T001038";"11500";"T001019";"PV24  ";"2007JJ00";"    5705"
"2271028";"T001038";"11500";"T001019";"PV24  ";"2008JJ00";"    5582"
"2271029";"T001038";"11500";"T001019";"PV24  ";"2009JJ00";"    5570"
"2271030";"T001038";"11500";"T001019";"PV24  ";"2010JJ00";"    5729"
"2271031";"T001038";"11500";"T001019";"PV24  ";"2011JJ00";"    5361"
"2271032";"T001038";"11500";"T001019";"PV24  ";"2012JJ00";"    5406"
"2271033";"T001038";"11500";"T001019";"PV24  ";"2013JJ00";"    5459"
"2271034";"T001038";"11500";"T001019";"PV24  ";"2014JJ00";"    5717"
"2271035";"T001038";"11500";"T001019";"PV24  ";"2015JJ00";"    5697"
"2271036";"T001038";"11500";"T001019";"PV24  ";"2016JJ00";"    5734"
"2271037";"T001038";"11500";"T001019";"PV24  ";"2017JJ00";"    5898"
"2271038";"T001038";"11500";"T001019";"PV24  ";"2018JJ00";"    5788"
"2271039";"T001038";"11500";"T001019";"PV24  ";"2019JJ00";"    5782"
"2412800";"T001038";"11600";"T001019";"PV20  ";"1988JJ00";"    8941"
"2412801";"T001038";"11600";"T001019";"PV20  ";"1989JJ00";"    8486"
"2412802";"T001038";"11600";"T001019";"PV20  ";"1990JJ00";"    7542"
"2412803";"T001038";"11600";"T001019";"PV20  ";"1991JJ00";"    7096"
"2412804";"T001038";"11600";"T001019";"PV20  ";"1992JJ00";"    6626"
"2412805";"T001038";"11600";"T001019";"PV20  ";"1993JJ00";"    6455"
"2412806";"T001038";"11600";"T001019";"PV20  ";"1994JJ00";"    6255"
"2412807";"T001038";"11600";"T001019";"PV20  ";"1995JJ00";"    6248"
"2412808";"T001038";"11600";"T001019";"PV20  ";"1996JJ00";"    6224"
"2412809";"T001038";"11600";"T001019";"PV20  ";"1997JJ00";"    6426"
"2412810";"T001038";"11600";"T001019";"PV20  ";"1998JJ00";"    6331"
"2412811";"T001038";"11600";"T001019";"PV20  ";"1999JJ00";"    6188"
"2412812";"T001038";"11600";"T001019";"PV20  ";"2000JJ00";"    6026"
"2412813";"T001038";"11600";"T001019";"PV20  ";"2001JJ00";"    6183"
"2412814";"T001038";"11600";"T001019";"PV20  ";"2002JJ00";"    6312"
"2412815";"T001038";"11600";"T001019";"PV20  ";"2003JJ00";"    6444"
"2412816";"T001038";"11600";"T001019";"PV20  ";"2004JJ00";"    6414"
"2412817";"T001038";"11600";"T001019";"PV20  ";"2005JJ00";"    6240"
"2412818";"T001038";"11600";"T001019";"PV20  ";"2006JJ00";"    6233"
"2412819";"T001038";"11600";"T001019";"PV20  ";"2007JJ00";"    6647"
"2412820";"T001038";"11600";"T001019";"PV20  ";"2008JJ00";"    6607"
"2412821";"T001038";"11600";"T001019";"PV20  ";"2009JJ00";"    6229"
"2412822";"T001038";"11600";"T001019";"PV20  ";"2010JJ00";"    6269"
"2412823";"T001038";"11600";"T001019";"PV20  ";"2011JJ00";"    6432"
"2412824";"T001038";"11600";"T001019";"PV20  ";"2012JJ00";"    6314"
"2412825";"T001038";"11600";"T001019";"PV20  ";"2013JJ00";"    6174"
"2412826";"T001038";"11600";"T001019";"PV20  ";"2014JJ00";"    6290"
"2412827";"T001038";"11600";"T001019";"PV20  ";"2015JJ00";"    6470"
"2412828";"T001038";"11600";"T001019";"PV20  ";"2016JJ00";"    6594"
"2412829";"T001038";"11600";"T001019";"PV20  ";"2017JJ00";"    6557"
"2412830";"T001038";"11600";"T001019";"PV20  ";"2018JJ00";"    6562"
"2412831";"T001038";"11600";"T001019";"PV20  ";"2019JJ00";"    6342"
"2412928";"T001038";"11600";"T001019";"PV24  ";"1988JJ00";"    3093"
"2412929";"T001038";"11600";"T001019";"PV24  ";"1989JJ00";"    3123"
"2412930";"T001038";"11600";"T001019";"PV24  ";"1990JJ00";"    3058"
"2412931";"T001038";"11600";"T001019";"PV24  ";"1991JJ00";"    3004"
"2412932";"T001038";"11600";"T001019";"PV24  ";"1992JJ00";"    3086"
"2412933";"T001038";"11600";"T001019";"PV24  ";"1993JJ00";"    3342"
"2412934";"T001038";"11600";"T001019";"PV24  ";"1994JJ00";"    3460"
"2412935";"T001038";"11600";"T001019";"PV24  ";"1995JJ00";"    3578"
"2412936";"T001038";"11600";"T001019";"PV24  ";"1996JJ00";"    3792"
"2412937";"T001038";"11600";"T001019";"PV24  ";"1997JJ00";"    4030"
"2412938";"T001038";"11600";"T001019";"PV24  ";"1998JJ00";"    4077"
"2412939";"T001038";"11600";"T001019";"PV24  ";"1999JJ00";"    4266"
"2412940";"T001038";"11600";"T001019";"PV24  ";"2000JJ00";"    4486"
"2412941";"T001038";"11600";"T001019";"PV24  ";"2001JJ00";"    4615"
"2412942";"T001038";"11600";"T001019";"PV24  ";"2002JJ00";"    4896"
"2412943";"T001038";"11600";"T001019";"PV24  ";"2003JJ00";"    5027"
"2412944";"T001038";"11600";"T001019";"PV24  ";"2004JJ00";"    5232"
"2412945";"T001038";"11600";"T001019";"PV24  ";"2005JJ00";"    5329"
"2412946";"T001038";"11600";"T001019";"PV24  ";"2006JJ00";"    5343"
"2412947";"T001038";"11600";"T001019";"PV24  ";"2007JJ00";"    5647"
"2412948";"T001038";"11600";"T001019";"PV24  ";"2008JJ00";"    5731"
"2412949";"T001038";"11600";"T001019";"PV24  ";"2009JJ00";"    5575"
"2412950";"T001038";"11600";"T001019";"PV24  ";"2010JJ00";"    5549"
"2412951";"T001038";"11600";"T001019";"PV24  ";"2011JJ00";"    5730"
"2412952";"T001038";"11600";"T001019";"PV24  ";"2012JJ00";"    5373"
"2412953";"T001038";"11600";"T001019";"PV24  ";"2013JJ00";"    5412"
"2412954";"T001038";"11600";"T001019";"PV24  ";"2014JJ00";"    5469"
"2412955";"T001038";"11600";"T001019";"PV24  ";"2015JJ00";"    5699"
"2412956";"T001038";"11600";"T001019";"PV24  ";"2016JJ00";"    5734"
"2412957";"T001038";"11600";"T001019";"PV24  ";"2017JJ00";"    5777"
"2412958";"T001038";"11600";"T001019";"PV24  ";"2018JJ00";"    5913"
"2412959";"T001038";"11600";"T001019";"PV24  ";"2019JJ00";"    5799"
"2554720";"T001038";"11700";"T001019";"PV20  ";"1988JJ00";"    9256"
"2554721";"T001038";"11700";"T001019";"PV20  ";"1989JJ00";"    8923"
"2554722";"T001038";"11700";"T001019";"PV20  ";"1990JJ00";"    8484"
"2554723";"T001038";"11700";"T001019";"PV20  ";"1991JJ00";"    7552"
"2554724";"T001038";"11700";"T001019";"PV20  ";"1992JJ00";"    7122"
"2554725";"T001038";"11700";"T001019";"PV20  ";"1993JJ00";"    6619"
"2554726";"T001038";"11700";"T001019";"PV20  ";"1994JJ00";"    6457"
"2554727";"T001038";"11700";"T001019";"PV20  ";"1995JJ00";"    6332"
"2554728";"T001038";"11700";"T001019";"PV20  ";"1996JJ00";"    6304"
"2554729";"T001038";"11700";"T001019";"PV20  ";"1997JJ00";"    6240"
"2554730";"T001038";"11700";"T001019";"PV20  ";"1998JJ00";"    6499"
"2554731";"T001038";"11700";"T001019";"PV20  ";"1999JJ00";"    6416"
"2554732";"T001038";"11700";"T001019";"PV20  ";"2000JJ00";"    6288"
"2554733";"T001038";"11700";"T001019";"PV20  ";"2001JJ00";"    6151"
"2554734";"T001038";"11700";"T001019";"PV20  ";"2002JJ00";"    6364"
"2554735";"T001038";"11700";"T001019";"PV20  ";"2003JJ00";"    6517"
"2554736";"T001038";"11700";"T001019";"PV20  ";"2004JJ00";"    6512"
"2554737";"T001038";"11700";"T001019";"PV20  ";"2005JJ00";"    6501"
"2554738";"T001038";"11700";"T001019";"PV20  ";"2006JJ00";"    6339"
"2554739";"T001038";"11700";"T001019";"PV20  ";"2007JJ00";"    6346"
"2554740";"T001038";"11700";"T001019";"PV20  ";"2008JJ00";"    6779"
"2554741";"T001038";"11700";"T001019";"PV20  ";"2009JJ00";"    6711"
"2554742";"T001038";"11700";"T001019";"PV20  ";"2010JJ00";"    6358"
"2554743";"T001038";"11700";"T001019";"PV20  ";"2011JJ00";"    6452"
"2554744";"T001038";"11700";"T001019";"PV20  ";"2012JJ00";"    6577"
"2554745";"T001038";"11700";"T001019";"PV20  ";"2013JJ00";"    6457"
"2554746";"T001038";"11700";"T001019";"PV20  ";"2014JJ00";"    6346"
"2554747";"T001038";"11700";"T001019";"PV20  ";"2015JJ00";"    6553"
"2554748";"T001038";"11700";"T001019";"PV20  ";"2016JJ00";"    6678"
"2554749";"T001038";"11700";"T001019";"PV20  ";"2017JJ00";"    6633"
"2554750";"T001038";"11700";"T001019";"PV20  ";"2018JJ00";"    6630"
"2554751";"T001038";"11700";"T001019";"PV20  ";"2019JJ00";"    6642"
"2554848";"T001038";"11700";"T001019";"PV24  ";"1988JJ00";"    3134"
"2554849";"T001038";"11700";"T001019";"PV24  ";"1989JJ00";"    3115"
"2554850";"T001038";"11700";"T001019";"PV24  ";"1990JJ00";"    3167"
"2554851";"T001038";"11700";"T001019";"PV24  ";"1991JJ00";"    3078"
"2554852";"T001038";"11700";"T001019";"PV24  ";"1992JJ00";"    3053"
"2554853";"T001038";"11700";"T001019";"PV24  ";"1993JJ00";"    3128"
"2554854";"T001038";"11700";"T001019";"PV24  ";"1994JJ00";"    3380"
"2554855";"T001038";"11700";"T001019";"PV24  ";"1995JJ00";"    3466"
"2554856";"T001038";"11700";"T001019";"PV24  ";"1996JJ00";"    3584"
"2554857";"T001038";"11700";"T001019";"PV24  ";"1997JJ00";"    3803"
"2554858";"T001038";"11700";"T001019";"PV24  ";"1998JJ00";"    4083"
"2554859";"T001038";"11700";"T001019";"PV24  ";"1999JJ00";"    4126"
"2554860";"T001038";"11700";"T001019";"PV24  ";"2000JJ00";"    4304"
"2554861";"T001038";"11700";"T001019";"PV24  ";"2001JJ00";"    4549"
"2554862";"T001038";"11700";"T001019";"PV24  ";"2002JJ00";"    4730"
"2554863";"T001038";"11700";"T001019";"PV24  ";"2003JJ00";"    4981"
"2554864";"T001038";"11700";"T001019";"PV24  ";"2004JJ00";"    5061"
"2554865";"T001038";"11700";"T001019";"PV24  ";"2005JJ00";"    5244"
"2554866";"T001038";"11700";"T001019";"PV24  ";"2006JJ00";"    5309"
"2554867";"T001038";"11700";"T001019";"PV24  ";"2007JJ00";"    5341"
"2554868";"T001038";"11700";"T001019";"PV24  ";"2008JJ00";"    5632"
"2554869";"T001038";"11700";"T001019";"PV24  ";"2009JJ00";"    5722"
"2554870";"T001038";"11700";"T001019";"PV24  ";"2010JJ00";"    5569"
"2554871";"T001038";"11700";"T001019";"PV24  ";"2011JJ00";"    5558"
"2554872";"T001038";"11700";"T001019";"PV24  ";"2012JJ00";"    5730"
"2554873";"T001038";"11700";"T001019";"PV24  ";"2013JJ00";"    5375"
"2554874";"T001038";"11700";"T001019";"PV24  ";"2014JJ00";"    5409"
"2554875";"T001038";"11700";"T001019";"PV24  ";"2015JJ00";"    5446"
"2554876";"T001038";"11700";"T001019";"PV24  ";"2016JJ00";"    5742"
"2554877";"T001038";"11700";"T001019";"PV24  ";"2017JJ00";"    5772"
"2554878";"T001038";"11700";"T001019";"PV24  ";"2018JJ00";"    5807"
"2554879";"T001038";"11700";"T001019";"PV24  ";"2019JJ00";"    5897"
"2696640";"T001038";"11800";"T001019";"PV20  ";"1988JJ00";"   10343"
"2696641";"T001038";"11800";"T001019";"PV20  ";"1989JJ00";"    9882"
"2696642";"T001038";"11800";"T001019";"PV20  ";"1990JJ00";"    9482"
"2696643";"T001038";"11800";"T001019";"PV20  ";"1991JJ00";"    9085"
"2696644";"T001038";"11800";"T001019";"PV20  ";"1992JJ00";"    8215"
"2696645";"T001038";"11800";"T001019";"PV20  ";"1993JJ00";"    7815"
"2696646";"T001038";"11800";"T001019";"PV20  ";"1994JJ00";"    7147"
"2696647";"T001038";"11800";"T001019";"PV20  ";"1995JJ00";"    7015"
"2696648";"T001038";"11800";"T001019";"PV20  ";"1996JJ00";"    6861"
"2696649";"T001038";"11800";"T001019";"PV20  ";"1997JJ00";"    6992"
"2696650";"T001038";"11800";"T001019";"PV20  ";"1998JJ00";"    6932"
"2696651";"T001038";"11800";"T001019";"PV20  ";"1999JJ00";"    7373"
"2696652";"T001038";"11800";"T001019";"PV20  ";"2000JJ00";"    7343"
"2696653";"T001038";"11800";"T001019";"PV20  ";"2001JJ00";"    7223"
"2696654";"T001038";"11800";"T001019";"PV20  ";"2002JJ00";"    7123"
"2696655";"T001038";"11800";"T001019";"PV20  ";"2003JJ00";"    7333"
"2696656";"T001038";"11800";"T001019";"PV20  ";"2004JJ00";"    7515"
"2696657";"T001038";"11800";"T001019";"PV20  ";"2005JJ00";"    7612"
"2696658";"T001038";"11800";"T001019";"PV20  ";"2006JJ00";"    7608"
"2696659";"T001038";"11800";"T001019";"PV20  ";"2007JJ00";"    7538"
"2696660";"T001038";"11800";"T001019";"PV20  ";"2008JJ00";"    7635"
"2696661";"T001038";"11800";"T001019";"PV20  ";"2009JJ00";"    8014"
"2696662";"T001038";"11800";"T001019";"PV20  ";"2010JJ00";"    8086"
"2696663";"T001038";"11800";"T001019";"PV20  ";"2011JJ00";"    7705"
"2696664";"T001038";"11800";"T001019";"PV20  ";"2012JJ00";"    7857"
"2696665";"T001038";"11800";"T001019";"PV20  ";"2013JJ00";"    7973"
"2696666";"T001038";"11800";"T001019";"PV20  ";"2014JJ00";"    7899"
"2696667";"T001038";"11800";"T001019";"PV20  ";"2015JJ00";"    7919"
"2696668";"T001038";"11800";"T001019";"PV20  ";"2016JJ00";"    7649"
"2696669";"T001038";"11800";"T001019";"PV20  ";"2017JJ00";"    7773"
"2696670";"T001038";"11800";"T001019";"PV20  ";"2018JJ00";"    7789"
"2696671";"T001038";"11800";"T001019";"PV20  ";"2019JJ00";"    7763"
"2696768";"T001038";"11800";"T001019";"PV24  ";"1988JJ00";"    3010"
"2696769";"T001038";"11800";"T001019";"PV24  ";"1989JJ00";"    3048"
"2696770";"T001038";"11800";"T001019";"PV24  ";"1990JJ00";"    3044"
"2696771";"T001038";"11800";"T001019";"PV24  ";"1991JJ00";"    3087"
"2696772";"T001038";"11800";"T001019";"PV24  ";"1992JJ00";"    3073"
"2696773";"T001038";"11800";"T001019";"PV24  ";"1993JJ00";"    3017"
"2696774";"T001038";"11800";"T001019";"PV24  ";"1994JJ00";"    3087"
"2696775";"T001038";"11800";"T001019";"PV24  ";"1995JJ00";"    3337"
"2696776";"T001038";"11800";"T001019";"PV24  ";"1996JJ00";"    3432"
"2696777";"T001038";"11800";"T001019";"PV24  ";"1997JJ00";"    3512"
"2696778";"T001038";"11800";"T001019";"PV24  ";"1998JJ00";"    3749"
"2696779";"T001038";"11800";"T001019";"PV24  ";"1999JJ00";"    4056"
"2696780";"T001038";"11800";"T001019";"PV24  ";"2000JJ00";"    4083"
"2696781";"T001038";"11800";"T001019";"PV24  ";"2001JJ00";"    4255"
