"ID";"Geslacht";"Leeftijd";"BurgerlijkeStaat";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"6244652";"T001038";"14300";"T001019";"PV20  ";"2000JJ00";"    8228"
"6244653";"T001038";"14300";"T001019";"PV20  ";"2001JJ00";"    8245"
"6244654";"T001038";"14300";"T001019";"PV20  ";"2002JJ00";"    8432"
"6244655";"T001038";"14300";"T001019";"PV20  ";"2003JJ00";"    8578"
"6244656";"T001038";"14300";"T001019";"PV20  ";"2004JJ00";"    8282"
"6244657";"T001038";"14300";"T001019";"PV20  ";"2005JJ00";"    8345"
"6244658";"T001038";"14300";"T001019";"PV20  ";"2006JJ00";"    8565"
"6244659";"T001038";"14300";"T001019";"PV20  ";"2007JJ00";"    8628"
"6244660";"T001038";"14300";"T001019";"PV20  ";"2008JJ00";"    8846"
"6244661";"T001038";"14300";"T001019";"PV20  ";"2009JJ00";"    8435"
"6244662";"T001038";"14300";"T001019";"PV20  ";"2010JJ00";"    8320"
"6244663";"T001038";"14300";"T001019";"PV20  ";"2011JJ00";"    8277"
"6244664";"T001038";"14300";"T001019";"PV20  ";"2012JJ00";"    8069"
"6244665";"T001038";"14300";"T001019";"PV20  ";"2013JJ00";"    8784"
"6244666";"T001038";"14300";"T001019";"PV20  ";"2014JJ00";"    8438"
"6244667";"T001038";"14300";"T001019";"PV20  ";"2015JJ00";"    8133"
"6244668";"T001038";"14300";"T001019";"PV20  ";"2016JJ00";"    7800"
"6244669";"T001038";"14300";"T001019";"PV20  ";"2017JJ00";"    7074"
"6244670";"T001038";"14300";"T001019";"PV20  ";"2018JJ00";"    6771"
"6244671";"T001038";"14300";"T001019";"PV20  ";"2019JJ00";"    6429"
"6244768";"T001038";"14300";"T001019";"PV24  ";"1988JJ00";"    2504"
"6244769";"T001038";"14300";"T001019";"PV24  ";"1989JJ00";"    2383"
"6244770";"T001038";"14300";"T001019";"PV24  ";"1990JJ00";"    3719"
"6244771";"T001038";"14300";"T001019";"PV24  ";"1991JJ00";"    3719"
"6244772";"T001038";"14300";"T001019";"PV24  ";"1992JJ00";"    3720"
"6244773";"T001038";"14300";"T001019";"PV24  ";"1993JJ00";"    3782"
"6244774";"T001038";"14300";"T001019";"PV24  ";"1994JJ00";"    3838"
"6244775";"T001038";"14300";"T001019";"PV24  ";"1995JJ00";"    4116"
"6244776";"T001038";"14300";"T001019";"PV24  ";"1996JJ00";"    4356"
"6244777";"T001038";"14300";"T001019";"PV24  ";"1997JJ00";"    4772"
"6244778";"T001038";"14300";"T001019";"PV24  ";"1998JJ00";"    4860"
"6244779";"T001038";"14300";"T001019";"PV24  ";"1999JJ00";"    5120"
"6244780";"T001038";"14300";"T001019";"PV24  ";"2000JJ00";"    5410"
"6244781";"T001038";"14300";"T001019";"PV24  ";"2001JJ00";"    5612"
"6244782";"T001038";"14300";"T001019";"PV24  ";"2002JJ00";"    5805"
"6244783";"T001038";"14300";"T001019";"PV24  ";"2003JJ00";"    5995"
"6244784";"T001038";"14300";"T001019";"PV24  ";"2004JJ00";"    6087"
"6244785";"T001038";"14300";"T001019";"PV24  ";"2005JJ00";"    6317"
"6244786";"T001038";"14300";"T001019";"PV24  ";"2006JJ00";"    6429"
"6244787";"T001038";"14300";"T001019";"PV24  ";"2007JJ00";"    6543"
"6244788";"T001038";"14300";"T001019";"PV24  ";"2008JJ00";"    6760"
"6244789";"T001038";"14300";"T001019";"PV24  ";"2009JJ00";"    6605"
"6244790";"T001038";"14300";"T001019";"PV24  ";"2010JJ00";"    6396"
"6244791";"T001038";"14300";"T001019";"PV24  ";"2011JJ00";"    6367"
"6244792";"T001038";"14300";"T001019";"PV24  ";"2012JJ00";"    6406"
"6244793";"T001038";"14300";"T001019";"PV24  ";"2013JJ00";"    6738"
"6244794";"T001038";"14300";"T001019";"PV24  ";"2014JJ00";"    6552"
"6244795";"T001038";"14300";"T001019";"PV24  ";"2015JJ00";"    6268"
"6244796";"T001038";"14300";"T001019";"PV24  ";"2016JJ00";"    6015"
"6244797";"T001038";"14300";"T001019";"PV24  ";"2017JJ00";"    5530"
"6244798";"T001038";"14300";"T001019";"PV24  ";"2018JJ00";"    5302"
"6244799";"T001038";"14300";"T001019";"PV24  ";"2019JJ00";"    5239"
"6386560";"T001038";"14400";"T001019";"PV20  ";"1988JJ00";"    6851"
"6386561";"T001038";"14400";"T001019";"PV20  ";"1989JJ00";"    7122"
"6386562";"T001038";"14400";"T001019";"PV20  ";"1990JJ00";"    7028"
"6386563";"T001038";"14400";"T001019";"PV20  ";"1991JJ00";"    9314"
"6386564";"T001038";"14400";"T001019";"PV20  ";"1992JJ00";"    8853"
"6386565";"T001038";"14400";"T001019";"PV20  ";"1993JJ00";"    8215"
"6386566";"T001038";"14400";"T001019";"PV20  ";"1994JJ00";"    7881"
"6386567";"T001038";"14400";"T001019";"PV20  ";"1995JJ00";"    7749"
"6386568";"T001038";"14400";"T001019";"PV20  ";"1996JJ00";"    7848"
"6386569";"T001038";"14400";"T001019";"PV20  ";"1997JJ00";"    8179"
"6386570";"T001038";"14400";"T001019";"PV20  ";"1998JJ00";"    8125"
"6386571";"T001038";"14400";"T001019";"PV20  ";"1999JJ00";"    7976"
"6386572";"T001038";"14400";"T001019";"PV20  ";"2000JJ00";"    8228"
"6386573";"T001038";"14400";"T001019";"PV20  ";"2001JJ00";"    8235"
"6386574";"T001038";"14400";"T001019";"PV20  ";"2002JJ00";"    8277"
"6386575";"T001038";"14400";"T001019";"PV20  ";"2003JJ00";"    8441"
"6386576";"T001038";"14400";"T001019";"PV20  ";"2004JJ00";"    8558"
"6386577";"T001038";"14400";"T001019";"PV20  ";"2005JJ00";"    8264"
"6386578";"T001038";"14400";"T001019";"PV20  ";"2006JJ00";"    8283"
"6386579";"T001038";"14400";"T001019";"PV20  ";"2007JJ00";"    8513"
"6386580";"T001038";"14400";"T001019";"PV20  ";"2008JJ00";"    8587"
"6386581";"T001038";"14400";"T001019";"PV20  ";"2009JJ00";"    8823"
"6386582";"T001038";"14400";"T001019";"PV20  ";"2010JJ00";"    8428"
"6386583";"T001038";"14400";"T001019";"PV20  ";"2011JJ00";"    8307"
"6386584";"T001038";"14400";"T001019";"PV20  ";"2012JJ00";"    8226"
"6386585";"T001038";"14400";"T001019";"PV20  ";"2013JJ00";"    8048"
"6386586";"T001038";"14400";"T001019";"PV20  ";"2014JJ00";"    8756"
"6386587";"T001038";"14400";"T001019";"PV20  ";"2015JJ00";"    8413"
"6386588";"T001038";"14400";"T001019";"PV20  ";"2016JJ00";"    8117"
"6386589";"T001038";"14400";"T001019";"PV20  ";"2017JJ00";"    7740"
"6386590";"T001038";"14400";"T001019";"PV20  ";"2018JJ00";"    7014"
"6386591";"T001038";"14400";"T001019";"PV20  ";"2019JJ00";"    6780"
"6386688";"T001038";"14400";"T001019";"PV24  ";"1988JJ00";"    2208"
"6386689";"T001038";"14400";"T001019";"PV24  ";"1989JJ00";"    2528"
"6386690";"T001038";"14400";"T001019";"PV24  ";"1990JJ00";"    2425"
"6386691";"T001038";"14400";"T001019";"PV24  ";"1991JJ00";"    3754"
"6386692";"T001038";"14400";"T001019";"PV24  ";"1992JJ00";"    3787"
"6386693";"T001038";"14400";"T001019";"PV24  ";"1993JJ00";"    3784"
"6386694";"T001038";"14400";"T001019";"PV24  ";"1994JJ00";"    3838"
"6386695";"T001038";"14400";"T001019";"PV24  ";"1995JJ00";"    3859"
"6386696";"T001038";"14400";"T001019";"PV24  ";"1996JJ00";"    4173"
"6386697";"T001038";"14400";"T001019";"PV24  ";"1997JJ00";"    4396"
"6386698";"T001038";"14400";"T001019";"PV24  ";"1998JJ00";"    4806"
"6386699";"T001038";"14400";"T001019";"PV24  ";"1999JJ00";"    4945"
"6386700";"T001038";"14400";"T001019";"PV24  ";"2000JJ00";"    5192"
"6386701";"T001038";"14400";"T001019";"PV24  ";"2001JJ00";"    5507"
"6386702";"T001038";"14400";"T001019";"PV24  ";"2002JJ00";"    5672"
"6386703";"T001038";"14400";"T001019";"PV24  ";"2003JJ00";"    5863"
"6386704";"T001038";"14400";"T001019";"PV24  ";"2004JJ00";"    6030"
"6386705";"T001038";"14400";"T001019";"PV24  ";"2005JJ00";"    6104"
"6386706";"T001038";"14400";"T001019";"PV24  ";"2006JJ00";"    6289"
"6386707";"T001038";"14400";"T001019";"PV24  ";"2007JJ00";"    6407"
"6386708";"T001038";"14400";"T001019";"PV24  ";"2008JJ00";"    6508"
"6386709";"T001038";"14400";"T001019";"PV24  ";"2009JJ00";"    6725"
"6386710";"T001038";"14400";"T001019";"PV24  ";"2010JJ00";"    6595"
"6386711";"T001038";"14400";"T001019";"PV24  ";"2011JJ00";"    6380"
"6386712";"T001038";"14400";"T001019";"PV24  ";"2012JJ00";"    6353"
"6386713";"T001038";"14400";"T001019";"PV24  ";"2013JJ00";"    6426"
"6386714";"T001038";"14400";"T001019";"PV24  ";"2014JJ00";"    6716"
"6386715";"T001038";"14400";"T001019";"PV24  ";"2015JJ00";"    6549"
"6386716";"T001038";"14400";"T001019";"PV24  ";"2016JJ00";"    6241"
"6386717";"T001038";"14400";"T001019";"PV24  ";"2017JJ00";"    5992"
"6386718";"T001038";"14400";"T001019";"PV24  ";"2018JJ00";"    5526"
"6386719";"T001038";"14400";"T001019";"PV24  ";"2019JJ00";"    5338"
"6528480";"T001038";"14500";"T001019";"PV20  ";"1988JJ00";"    6243"
"6528481";"T001038";"14500";"T001019";"PV20  ";"1989JJ00";"    6819"
"6528482";"T001038";"14500";"T001019";"PV20  ";"1990JJ00";"    7076"
"6528483";"T001038";"14500";"T001019";"PV20  ";"1991JJ00";"    7015"
"6528484";"T001038";"14500";"T001019";"PV20  ";"1992JJ00";"    9261"
"6528485";"T001038";"14500";"T001019";"PV20  ";"1993JJ00";"    8819"
"6528486";"T001038";"14500";"T001019";"PV20  ";"1994JJ00";"    8197"
"6528487";"T001038";"14500";"T001019";"PV20  ";"1995JJ00";"    7881"
"6528488";"T001038";"14500";"T001019";"PV20  ";"1996JJ00";"    7731"
"6528489";"T001038";"14500";"T001019";"PV20  ";"1997JJ00";"    7851"
"6528490";"T001038";"14500";"T001019";"PV20  ";"1998JJ00";"    8168"
"6528491";"T001038";"14500";"T001019";"PV20  ";"1999JJ00";"    8116"
"6528492";"T001038";"14500";"T001019";"PV20  ";"2000JJ00";"    7968"
"6528493";"T001038";"14500";"T001019";"PV20  ";"2001JJ00";"    8213"
"6528494";"T001038";"14500";"T001019";"PV20  ";"2002JJ00";"    8260"
"6528495";"T001038";"14500";"T001019";"PV20  ";"2003JJ00";"    8274"
"6528496";"T001038";"14500";"T001019";"PV20  ";"2004JJ00";"    8415"
"6528497";"T001038";"14500";"T001019";"PV20  ";"2005JJ00";"    8529"
"6528498";"T001038";"14500";"T001019";"PV20  ";"2006JJ00";"    8235"
"6528499";"T001038";"14500";"T001019";"PV20  ";"2007JJ00";"    8250"
"6528500";"T001038";"14500";"T001019";"PV20  ";"2008JJ00";"    8455"
"6528501";"T001038";"14500";"T001019";"PV20  ";"2009JJ00";"    8531"
"6528502";"T001038";"14500";"T001019";"PV20  ";"2010JJ00";"    8782"
"6528503";"T001038";"14500";"T001019";"PV20  ";"2011JJ00";"    8394"
"6528504";"T001038";"14500";"T001019";"PV20  ";"2012JJ00";"    8269"
"6528505";"T001038";"14500";"T001019";"PV20  ";"2013JJ00";"    8193"
"6528506";"T001038";"14500";"T001019";"PV20  ";"2014JJ00";"    7994"
"6528507";"T001038";"14500";"T001019";"PV20  ";"2015JJ00";"    8736"
"6528508";"T001038";"14500";"T001019";"PV20  ";"2016JJ00";"    8383"
"6528509";"T001038";"14500";"T001019";"PV20  ";"2017JJ00";"    8089"
"6528510";"T001038";"14500";"T001019";"PV20  ";"2018JJ00";"    7721"
"6528511";"T001038";"14500";"T001019";"PV20  ";"2019JJ00";"    7021"
"6528608";"T001038";"14500";"T001019";"PV24  ";"1988JJ00";"    1927"
"6528609";"T001038";"14500";"T001019";"PV24  ";"1989JJ00";"    2240"
"6528610";"T001038";"14500";"T001019";"PV24  ";"1990JJ00";"    2551"
"6528611";"T001038";"14500";"T001019";"PV24  ";"1991JJ00";"    2448"
"6528612";"T001038";"14500";"T001019";"PV24  ";"1992JJ00";"    3859"
"6528613";"T001038";"14500";"T001019";"PV24  ";"1993JJ00";"    3866"
"6528614";"T001038";"14500";"T001019";"PV24  ";"1994JJ00";"    3846"
"6528615";"T001038";"14500";"T001019";"PV24  ";"1995JJ00";"    3867"
"6528616";"T001038";"14500";"T001019";"PV24  ";"1996JJ00";"    3901"
"6528617";"T001038";"14500";"T001019";"PV24  ";"1997JJ00";"    4196"
"6528618";"T001038";"14500";"T001019";"PV24  ";"1998JJ00";"    4455"
"6528619";"T001038";"14500";"T001019";"PV24  ";"1999JJ00";"    4870"
"6528620";"T001038";"14500";"T001019";"PV24  ";"2000JJ00";"    4980"
"6528621";"T001038";"14500";"T001019";"PV24  ";"2001JJ00";"    5272"
"6528622";"T001038";"14500";"T001019";"PV24  ";"2002JJ00";"    5569"
"6528623";"T001038";"14500";"T001019";"PV24  ";"2003JJ00";"    5736"
"6528624";"T001038";"14500";"T001019";"PV24  ";"2004JJ00";"    5871"
"6528625";"T001038";"14500";"T001019";"PV24  ";"2005JJ00";"    6008"
"6528626";"T001038";"14500";"T001019";"PV24  ";"2006JJ00";"    6123"
"6528627";"T001038";"14500";"T001019";"PV24  ";"2007JJ00";"    6309"
"6528628";"T001038";"14500";"T001019";"PV24  ";"2008JJ00";"    6395"
"6528629";"T001038";"14500";"T001019";"PV24  ";"2009JJ00";"    6561"
"6528630";"T001038";"14500";"T001019";"PV24  ";"2010JJ00";"    6709"
"6528631";"T001038";"14500";"T001019";"PV24  ";"2011JJ00";"    6598"
"6528632";"T001038";"14500";"T001019";"PV24  ";"2012JJ00";"    6373"
"6528633";"T001038";"14500";"T001019";"PV24  ";"2013JJ00";"    6372"
"6528634";"T001038";"14500";"T001019";"PV24  ";"2014JJ00";"    6348"
"6528635";"T001038";"14500";"T001019";"PV24  ";"2015JJ00";"    6695"
"6528636";"T001038";"14500";"T001019";"PV24  ";"2016JJ00";"    6508"
"6528637";"T001038";"14500";"T001019";"PV24  ";"2017JJ00";"    6286"
"6528638";"T001038";"14500";"T001019";"PV24  ";"2018JJ00";"    5991"
"6528639";"T001038";"14500";"T001019";"PV24  ";"2019JJ00";"    5547"
"6670400";"T001038";"14600";"T001019";"PV20  ";"1988JJ00";"    5880"
"6670401";"T001038";"14600";"T001019";"PV20  ";"1989JJ00";"    6206"
"6670402";"T001038";"14600";"T001019";"PV20  ";"1990JJ00";"    6762"
"6670403";"T001038";"14600";"T001019";"PV20  ";"1991JJ00";"    7061"
"6670404";"T001038";"14600";"T001019";"PV20  ";"1992JJ00";"    6994"
"6670405";"T001038";"14600";"T001019";"PV20  ";"1993JJ00";"    9217"
"6670406";"T001038";"14600";"T001019";"PV20  ";"1994JJ00";"    8769"
"6670407";"T001038";"14600";"T001019";"PV20  ";"1995JJ00";"    8218"
"6670408";"T001038";"14600";"T001019";"PV20  ";"1996JJ00";"    7865"
"6670409";"T001038";"14600";"T001019";"PV20  ";"1997JJ00";"    7727"
"6670410";"T001038";"14600";"T001019";"PV20  ";"1998JJ00";"    7841"
"6670411";"T001038";"14600";"T001019";"PV20  ";"1999JJ00";"    8136"
"6670412";"T001038";"14600";"T001019";"PV20  ";"2000JJ00";"    8108"
"6670413";"T001038";"14600";"T001019";"PV20  ";"2001JJ00";"    7933"
"6670414";"T001038";"14600";"T001019";"PV20  ";"2002JJ00";"    8240"
"6670415";"T001038";"14600";"T001019";"PV20  ";"2003JJ00";"    8257"
"6670416";"T001038";"14600";"T001019";"PV20  ";"2004JJ00";"    8245"
"6670417";"T001038";"14600";"T001019";"PV20  ";"2005JJ00";"    8382"
"6670418";"T001038";"14600";"T001019";"PV20  ";"2006JJ00";"    8499"
"6670419";"T001038";"14600";"T001019";"PV20  ";"2007JJ00";"    8211"
"6670420";"T001038";"14600";"T001019";"PV20  ";"2008JJ00";"    8230"
"6670421";"T001038";"14600";"T001019";"PV20  ";"2009JJ00";"    8444"
"6670422";"T001038";"14600";"T001019";"PV20  ";"2010JJ00";"    8532"
"6670423";"T001038";"14600";"T001019";"PV20  ";"2011JJ00";"    8777"
"6670424";"T001038";"14600";"T001019";"PV20  ";"2012JJ00";"    8388"
"6670425";"T001038";"14600";"T001019";"PV20  ";"2013JJ00";"    8272"
"6670426";"T001038";"14600";"T001019";"PV20  ";"2014JJ00";"    8190"
"6670427";"T001038";"14600";"T001019";"PV20  ";"2015JJ00";"    7996"
"6670428";"T001038";"14600";"T001019";"PV20  ";"2016JJ00";"    8700"
"6670429";"T001038";"14600";"T001019";"PV20  ";"2017JJ00";"    8359"
"6670430";"T001038";"14600";"T001019";"PV20  ";"2018JJ00";"    8089"
"6670431";"T001038";"14600";"T001019";"PV20  ";"2019JJ00";"    7723"
"6670528";"T001038";"14600";"T001019";"PV24  ";"1988JJ00";"    1752"
"6670529";"T001038";"14600";"T001019";"PV24  ";"1989JJ00";"    1961"
"6670530";"T001038";"14600";"T001019";"PV24  ";"1990JJ00";"    2272"
"6670531";"T001038";"14600";"T001019";"PV24  ";"1991JJ00";"    2579"
"6670532";"T001038";"14600";"T001019";"PV24  ";"1992JJ00";"    2479"
"6670533";"T001038";"14600";"T001019";"PV24  ";"1993JJ00";"    3938"
"6670534";"T001038";"14600";"T001019";"PV24  ";"1994JJ00";"    3943"
"6670535";"T001038";"14600";"T001019";"PV24  ";"1995JJ00";"    3908"
"6670536";"T001038";"14600";"T001019";"PV24  ";"1996JJ00";"    3909"
"6670537";"T001038";"14600";"T001019";"PV24  ";"1997JJ00";"    3924"
"6670538";"T001038";"14600";"T001019";"PV24  ";"1998JJ00";"    4262"
"6670539";"T001038";"14600";"T001019";"PV24  ";"1999JJ00";"    4527"
"6670540";"T001038";"14600";"T001019";"PV24  ";"2000JJ00";"    4909"
"6670541";"T001038";"14600";"T001019";"PV24  ";"2001JJ00";"    5055"
"6670542";"T001038";"14600";"T001019";"PV24  ";"2002JJ00";"    5304"
"6670543";"T001038";"14600";"T001019";"PV24  ";"2003JJ00";"    5587"
"6670544";"T001038";"14600";"T001019";"PV24  ";"2004JJ00";"    5742"
"6670545";"T001038";"14600";"T001019";"PV24  ";"2005JJ00";"    5851"
"6670546";"T001038";"14600";"T001019";"PV24  ";"2006JJ00";"    5999"
"6670547";"T001038";"14600";"T001019";"PV24  ";"2007JJ00";"    6112"
"6670548";"T001038";"14600";"T001019";"PV24  ";"2008JJ00";"    6308"
"6670549";"T001038";"14600";"T001019";"PV24  ";"2009JJ00";"    6393"
"6670550";"T001038";"14600";"T001019";"PV24  ";"2010JJ00";"    6555"
"6670551";"T001038";"14600";"T001019";"PV24  ";"2011JJ00";"    6714"
"6670552";"T001038";"14600";"T001019";"PV24  ";"2012JJ00";"    6586"
"6670553";"T001038";"14600";"T001019";"PV24  ";"2013JJ00";"    6357"
"6670554";"T001038";"14600";"T001019";"PV24  ";"2014JJ00";"    6330"
"6670555";"T001038";"14600";"T001019";"PV24  ";"2015JJ00";"    6315"
"6670556";"T001038";"14600";"T001019";"PV24  ";"2016JJ00";"    6651"
"6670557";"T001038";"14600";"T001019";"PV24  ";"2017JJ00";"    6508"
"6670558";"T001038";"14600";"T001019";"PV24  ";"2018JJ00";"    6267"
"6670559";"T001038";"14600";"T001019";"PV24  ";"2019JJ00";"    6002"
"6812320";"T001038";"14700";"T001019";"PV20  ";"1988JJ00";"    5836"
"6812321";"T001038";"14700";"T001019";"PV20  ";"1989JJ00";"    5824"
"6812322";"T001038";"14700";"T001019";"PV20  ";"1990JJ00";"    6155"
"6812323";"T001038";"14700";"T001019";"PV20  ";"1991JJ00";"    6738"
"6812324";"T001038";"14700";"T001019";"PV20  ";"1992JJ00";"    7027"
"6812325";"T001038";"14700";"T001019";"PV20  ";"1993JJ00";"    6977"
"6812326";"T001038";"14700";"T001019";"PV20  ";"1994JJ00";"    9193"
"6812327";"T001038";"14700";"T001019";"PV20  ";"1995JJ00";"    8761"
"6812328";"T001038";"14700";"T001019";"PV20  ";"1996JJ00";"    8190"
"6812329";"T001038";"14700";"T001019";"PV20  ";"1997JJ00";"    7872"
"6812330";"T001038";"14700";"T001019";"PV20  ";"1998JJ00";"    7710"
"6812331";"T001038";"14700";"T001019";"PV20  ";"1999JJ00";"    7804"
"6812332";"T001038";"14700";"T001019";"PV20  ";"2000JJ00";"    8125"
"6812333";"T001038";"14700";"T001019";"PV20  ";"2001JJ00";"    8125"
"6812334";"T001038";"14700";"T001019";"PV20  ";"2002JJ00";"    7932"
"6812335";"T001038";"14700";"T001019";"PV20  ";"2003JJ00";"    8222"
"6812336";"T001038";"14700";"T001019";"PV20  ";"2004JJ00";"    8218"
"6812337";"T001038";"14700";"T001019";"PV20  ";"2005JJ00";"    8215"
"6812338";"T001038";"14700";"T001019";"PV20  ";"2006JJ00";"    8342"
"6812339";"T001038";"14700";"T001019";"PV20  ";"2007JJ00";"    8458"
"6812340";"T001038";"14700";"T001019";"PV20  ";"2008JJ00";"    8168"
"6812341";"T001038";"14700";"T001019";"PV20  ";"2009JJ00";"    8198"
"6812342";"T001038";"14700";"T001019";"PV20  ";"2010JJ00";"    8413"
"6812343";"T001038";"14700";"T001019";"PV20  ";"2011JJ00";"    8541"
"6812344";"T001038";"14700";"T001019";"PV20  ";"2012JJ00";"    8767"
"6812345";"T001038";"14700";"T001019";"PV20  ";"2013JJ00";"    8366"
"6812346";"T001038";"14700";"T001019";"PV20  ";"2014JJ00";"    8264"
"6812347";"T001038";"14700";"T001019";"PV20  ";"2015JJ00";"    8178"
"6812348";"T001038";"14700";"T001019";"PV20  ";"2016JJ00";"    7968"
"6812349";"T001038";"14700";"T001019";"PV20  ";"2017JJ00";"    8678"
"6812350";"T001038";"14700";"T001019";"PV20  ";"2018JJ00";"    8361"
"6812351";"T001038";"14700";"T001019";"PV20  ";"2019JJ00";"    8062"
"6812448";"T001038";"14700";"T001019";"PV24  ";"1988JJ00";"    1694"
"6812449";"T001038";"14700";"T001019";"PV24  ";"1989JJ00";"    1782"
"6812450";"T001038";"14700";"T001019";"PV24  ";"1990JJ00";"    2015"
"6812451";"T001038";"14700";"T001019";"PV24  ";"1991JJ00";"    2294"
"6812452";"T001038";"14700";"T001019";"PV24  ";"1992JJ00";"    2619"
"6812453";"T001038";"14700";"T001019";"PV24  ";"1993JJ00";"    2539"
"6812454";"T001038";"14700";"T001019";"PV24  ";"1994JJ00";"    3980"
"6812455";"T001038";"14700";"T001019";"PV24  ";"1995JJ00";"    3953"
"6812456";"T001038";"14700";"T001019";"PV24  ";"1996JJ00";"    3924"
"6812457";"T001038";"14700";"T001019";"PV24  ";"1997JJ00";"    3913"
"6812458";"T001038";"14700";"T001019";"PV24  ";"1998JJ00";"    3989"
"6812459";"T001038";"14700";"T001019";"PV24  ";"1999JJ00";"    4308"
"6812460";"T001038";"14700";"T001019";"PV24  ";"2000JJ00";"    4544"
"6812461";"T001038";"14700";"T001019";"PV24  ";"2001JJ00";"    4938"
"6812462";"T001038";"14700";"T001019";"PV24  ";"2002JJ00";"    5105"
"6812463";"T001038";"14700";"T001019";"PV24  ";"2003JJ00";"    5347"
"6812464";"T001038";"14700";"T001019";"PV24  ";"2004JJ00";"    5587"
"6812465";"T001038";"14700";"T001019";"PV24  ";"2005JJ00";"    5742"
"6812466";"T001038";"14700";"T001019";"PV24  ";"2006JJ00";"    5832"
"6812467";"T001038";"14700";"T001019";"PV24  ";"2007JJ00";"    5999"
"6812468";"T001038";"14700";"T001019";"PV24  ";"2008JJ00";"    6093"
"6812469";"T001038";"14700";"T001019";"PV24  ";"2009JJ00";"    6332"
"6812470";"T001038";"14700";"T001019";"PV24  ";"2010JJ00";"    6392"
"6812471";"T001038";"14700";"T001019";"PV24  ";"2011JJ00";"    6523"
"6812472";"T001038";"14700";"T001019";"PV24  ";"2012JJ00";"    6672"
"6812473";"T001038";"14700";"T001019";"PV24  ";"2013JJ00";"    6557"
"6812474";"T001038";"14700";"T001019";"PV24  ";"2014JJ00";"    6316"
"6812475";"T001038";"14700";"T001019";"PV24  ";"2015JJ00";"    6300"
"6812476";"T001038";"14700";"T001019";"PV24  ";"2016JJ00";"    6254"
"6812477";"T001038";"14700";"T001019";"PV24  ";"2017JJ00";"    6652"
"6812478";"T001038";"14700";"T001019";"PV24  ";"2018JJ00";"    6480"
"6812479";"T001038";"14700";"T001019";"PV24  ";"2019JJ00";"    6288"
"6954240";"T001038";"14800";"T001019";"PV20  ";"1988JJ00";"    5780"
"6954241";"T001038";"14800";"T001019";"PV20  ";"1989JJ00";"    5810"
"6954242";"T001038";"14800";"T001019";"PV20  ";"1990JJ00";"    5797"
"6954243";"T001038";"14800";"T001019";"PV20  ";"1991JJ00";"    6109"
"6954244";"T001038";"14800";"T001019";"PV20  ";"1992JJ00";"    6701"
"6954245";"T001038";"14800";"T001019";"PV20  ";"1993JJ00";"    6995"
"6954246";"T001038";"14800";"T001019";"PV20  ";"1994JJ00";"    6926"
"6954247";"T001038";"14800";"T001019";"PV20  ";"1995JJ00";"    9164"
"6954248";"T001038";"14800";"T001019";"PV20  ";"1996JJ00";"    8742"
"6954249";"T001038";"14800";"T001019";"PV20  ";"1997JJ00";"    8151"
"6954250";"T001038";"14800";"T001019";"PV20  ";"1998JJ00";"    7862"
"6954251";"T001038";"14800";"T001019";"PV20  ";"1999JJ00";"    7703"
"6954252";"T001038";"14800";"T001019";"PV20  ";"2000JJ00";"    7796"
"6954253";"T001038";"14800";"T001019";"PV20  ";"2001JJ00";"    8107"
"6954254";"T001038";"14800";"T001019";"PV20  ";"2002JJ00";"    8127"
"6954255";"T001038";"14800";"T001019";"PV20  ";"2003JJ00";"    7919"
"6954256";"T001038";"14800";"T001019";"PV20  ";"2004JJ00";"    8168"
"6954257";"T001038";"14800";"T001019";"PV20  ";"2005JJ00";"    8201"
"6954258";"T001038";"14800";"T001019";"PV20  ";"2006JJ00";"    8180"
"6954259";"T001038";"14800";"T001019";"PV20  ";"2007JJ00";"    8290"
"6954260";"T001038";"14800";"T001019";"PV20  ";"2008JJ00";"    8424"
"6954261";"T001038";"14800";"T001019";"PV20  ";"2009JJ00";"    8126"
"6954262";"T001038";"14800";"T001019";"PV20  ";"2010JJ00";"    8166"
"6954263";"T001038";"14800";"T001019";"PV20  ";"2011JJ00";"    8384"
"6954264";"T001038";"14800";"T001019";"PV20  ";"2012JJ00";"    8506"
"6954265";"T001038";"14800";"T001019";"PV20  ";"2013JJ00";"    8706"
"6954266";"T001038";"14800";"T001019";"PV20  ";"2014JJ00";"    8332"
"6954267";"T001038";"14800";"T001019";"PV20  ";"2015JJ00";"    8243"
"6954268";"T001038";"14800";"T001019";"PV20  ";"2016JJ00";"    8178"
"6954269";"T001038";"14800";"T001019";"PV20  ";"2017JJ00";"    7943"
"6954270";"T001038";"14800";"T001019";"PV20  ";"2018JJ00";"    8645"
"6954271";"T001038";"14800";"T001019";"PV20  ";"2019JJ00";"    8372"
"6954368";"T001038";"14800";"T001019";"PV24  ";"1988JJ00";"    1571"
"6954369";"T001038";"14800";"T001019";"PV24  ";"1989JJ00";"    1708"
"6954370";"T001038";"14800";"T001019";"PV24  ";"1990JJ00";"    1810"
"6954371";"T001038";"14800";"T001019";"PV24  ";"1991JJ00";"    2047"
"6954372";"T001038";"14800";"T001019";"PV24  ";"1992JJ00";"    2357"
"6954373";"T001038";"14800";"T001019";"PV24  ";"1993JJ00";"    2675"
"6954374";"T001038";"14800";"T001019";"PV24  ";"1994JJ00";"    2587"
"6954375";"T001038";"14800";"T001019";"PV24  ";"1995JJ00";"    4010"
